INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
728	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	g01_dl_新商阳剑	1	-1	g01_dl_新商阳剑	g01_dl_新商阳剑
729	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	g01_ts_天地明灭	1	-1	g01_ts_天地明灭	g01_ts_天地明灭
730	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	g01_wd_腾云驾雾	1	-1	g01_wd_腾云驾雾	g01_wd_腾云驾雾
731	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	g01_xx_吸星噬月	1	-1	g01_xx_吸星噬月	g01_xx_吸星噬月
732	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	g01_xy_定海神针	1	-1	g01_xy_定海神针	g01_xy_定海神针
733	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	g01_xy_定海神针聚气	1	-1	g01_xy_定海神针聚气	g01_xy_定海神针聚气
734	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	g01_mj_烽火连城	1	-1	g01_mj_烽火连城	g01_mj_烽火连城
735	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	1	-1	g01_慈航普度_施法01	g01_慈航普度_施法01
736	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	g01_dl_天龙80技能	1	-1	g01_dl_天龙80技能	g01_dl_天龙80技能
737	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发	1	-1	g01_em_投桃报李_瞬发	g01_em_投桃报李_瞬发
738	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	1	-1	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发
739	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	1	-1	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01
740	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	1	-1	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间
741	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	1	-1	m01_mj_怒火连斩	m01_mj_怒火连斩
742	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	1	-1	m01_ts_冰凝霜华	m01_ts_冰凝霜华
743	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	1	-1	m01_wd_七星聚首	m01_wd_七星聚首
744	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	1	-1	m01_老友的祝福_buff	m01_老友的祝福_buff
745	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	1	-1	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色
746	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	1	-1	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色
747	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	1	-1	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色
748	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	1	-1	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色
749	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	1	-1	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色
750	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	1	-1	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色
751	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	1	-1	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色
752	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	1	-1	g01_福香包聚气	g01_福香包聚气
753	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	1	-1	g01_福香包_掷	g01_福香包_掷
754	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	1	-1	m01_捆仙索sl	m01_捆仙索sl
755	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	1	-1	m01_石破天惊_sl	m01_石破天惊_sl
757	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	0	-1	m01_gs_横剑疆场	m01_gs_横剑疆场
758	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	0	-1	m01_gs_击鼓令	m01_gs_击鼓令
759	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	0	-1	m01_gs_剑锁江山	m01_gs_剑锁江山
761	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	0	-1	m01_gs_净心观月	m01_gs_净心观月
763	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	0	-1	m01_gs_陌上行	m01_gs_陌上行
765	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	0	-1	m01_gs_气定六合	m01_gs_气定六合
766	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	0	-1	m01_gs_探营取将	m01_gs_探营取将
767	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	0	-1	m01_gs_天增岁月	m01_gs_天增岁月
768	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	0	-1	m01_gs_心剑交融	m01_gs_心剑交融
770	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	0	-1	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨
771	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	0	-1	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森
772	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	0	-1	m01_gs_重云掩日	m01_gs_重云掩日
773	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	1	642	姑苏_m01	姑苏_m01
774	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	m01_gs_彼行我释	0	-1	m01_gs_彼行我释	m01_gs_彼行我释
775	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	0	-1	m01_gs_借力返施	m01_gs_借力返施
776	长枪连招_m01_01	长枪连招_m01_01	大刀连招_m01_01	双短连招_m01_01	单短连招_m01_01	大刀连招_m01_01	双环连招_m01_01	扇子连招_m01_01	单短连招_m01_01	0	-1	少林长拳	少林长拳
777	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	m01_gs_七霞映日	0	-1	m01_gs_七霞映日	
778	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	m01_gs_万剑归宗	0	-1	m01_gs_万剑归宗	
779	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	m01_gs_星火闪	0	-1	m01_gs_星火闪	
780	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	0	-1	m01_gs_春光四沐	
781	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	1	-1	m01_捆仙索mj	
782	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	1	-1	m01_石破天惊_mj	
783	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	1	-1	m01_捆仙索gb	
784	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	1	-1	m01_石破天惊_gb	
785	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	1	-1	m01_捆仙索wd	
786	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	1	-1	m01_石破天惊_wd	
787	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	1	-1	m01_捆仙索em	
788	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	1	-1	m01_石破天惊_em	
789	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	1	-1	m01_捆仙索xx	
790	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	1	-1	m01_石破天惊_xx	
791	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	1	-1	m01_捆仙索dl	
792	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	1	-1	m01_石破天惊_dl	
793	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	1	-1	m01_捆仙索ts	
794	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	1	-1	m01_石破天惊_ts	
795	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	1	-1	m01_捆仙索xy	
796	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	1	-1	m01_石破天惊_xy	
797	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	1	-1	m01_捆仙索gs	
798	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	1	-1	m01_石破天惊_gs	
799	啊萧_01	背靠背男对男/女预备	背靠背男对男/女预备	背靠背男对男/女预备	啊萧_01	背靠背男对男/女预备	啊萧_01	啊萧_01	啊萧_01	0	-1	背靠背男对男/女预备	背靠背男对男/女预备
800	群魔乱砍2014	背靠背男对男/女持续	背靠背男对男/女持续	背靠背男对男/女持续	群魔乱砍2014	背靠背男对男/女持续	群魔乱砍2014	群魔乱砍2014	群魔乱砍2014	0	-1	背靠背男对男/女持续	背靠背男对男/女持续
801	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	1	-1	背靠背男对男/女结束	背靠背男对男/女结束
802	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	1	-1	合掌运功男对男坐下	合掌运功男对男坐下
803	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	1	-1	合掌运功男对男持续	合掌运功男对男持续
804	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	1	-1	合掌运功男对男起立	合掌运功男对男起立
805	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	1	-1	合掌运功男对女坐下	合掌运功男对女坐下
806	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	1	-1	合掌运功男对女持续	合掌运功男对女持续
807	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	1	-1	合掌运功男对女起立	合掌运功男对女起立
808	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	1	-1	后背传功发出男对男坐下	后背传功发出男对男坐下
809	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	1	-1	后背传功发出男对男持续	后背传功发出男对男持续
810	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	1	-1	后背传功发出男对男起立	后背传功发出男对男起立
811	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	1	-1	后背传功发出男对女坐下	后背传功发出男对女坐下
812	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	1	-1	后背传功发出男对女持续	后背传功发出男对女持续
813	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	1	-1	后背传功发出男对女起立	后背传功发出男对女起立
814	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	1	-1	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下
815	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	1	-1	后背传功接受男/女对男持续	后背传功接受男/女对男持续
816	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	1	-1	后背传功接受男/女对男起立	后背传功接受男/女对男起立
817	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	1	-1	后背拥抱男抱女预备a	后背拥抱男抱女预备a
818	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	1	-1	后背拥抱男抱女持续a	后背拥抱男抱女持续a
819	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	1	-1	后背拥抱男抱女结束a	后背拥抱男抱女结束a
820	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	1	-1	后背拥抱女抱男预备b	后背拥抱女抱男预备b
821	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	1	-1	后背拥抱女抱男持续b	后背拥抱女抱男持续b
822	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	1	-1	后背拥抱女抱男结束b	后背拥抱女抱男结束b
823	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	1	-1	背后拥抱男抱男开始a	背后拥抱男抱男开始a
824	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	1	-1	背后拥抱男抱男持续a	背后拥抱男抱男持续a
825	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	1	-1	背后拥抱男抱男结束a	背后拥抱男抱男结束a
826	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	1	-1	背后拥抱男抱男开始b	背后拥抱男抱男开始b
827	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	背后拥抱男抱男持续b	1	-1	背后拥抱男抱男持续b	背后拥抱男抱男持续b
