INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT															
3309	3309	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	188	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24824	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3310	3310	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	223	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24825	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3311	3311	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	257	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24826	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3312	3312	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	291	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24827	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3313	3313	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	326	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24828	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3314	3314	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	360	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24829	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3315	3315	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	395	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24830	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3316	3316	潇湘夜雨	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：80秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点 有效距离：0-15米#r瞬间释放 冷却时间：80秒#r单体远程攻击 增加内功攻击，有#c54FF0050%#cFFFFFF的机率令目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器和大风歌状态	3	120000	-1	-1	法力需求	4	429	-1	需求	0	35	-1	-1	-1	-1	-1	-1			攻击的效果	24831	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	50																													
3317	3317	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	50	武器类型1	4	武器类型2	6																															
3318	3318	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	55	武器类型1	4	武器类型2	6																															
3319	3319	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	60	武器类型1	4	武器类型2	6																															
3320	3320	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	65	武器类型1	4	武器类型2	6																															
3321	3321	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	70	武器类型1	4	武器类型2	6																															
3322	3322	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0075%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0075%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	75	武器类型1	4	武器类型2	6																															
3323	3323	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0080%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0080%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	80	武器类型1	4	武器类型2	6																															
3324	3324	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0085%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0085%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	85	武器类型1	4	武器类型2	6																															
3325	3325	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0090%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0090%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	90	武器类型1	4	武器类型2	6																															
3326	3326	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF0095%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF0095%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	95	武器类型1	4	武器类型2	6																															
3327	3327	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00100%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00100%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	100	武器类型1	4	武器类型2	6																															
3328	3328	万壑松风	扇、环类武器的基础内功攻击效果增加#c54FF00105%#cFFFFFF#r#c5BC257被动技能	扇、环类武器的基础内功攻击效果增加#c54FF00105%#cFFFFFF#r#c5BC257被动技能	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			武器的基础物理攻击修正%	0	武器的基础魔法攻击修正%	105	武器类型1	4	武器类型2	6																															
3329	3329	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:2520 B:158.746}#cFFFFFF点，有#c54FF0010%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：51点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0010%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24808	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24844	给目标的效果的发生几率	10																													
3330	3330	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：85点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:4279 B:158.746}#cFFFFFF点，有#c54FF0012%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：85点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0012%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24809	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24845	给目标的效果的发生几率	12																													
3331	3331	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：119点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:6038 B:158.746}#cFFFFFF点，有#c54FF0014%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：119点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0014%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24810	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24846	给目标的效果的发生几率	14																													
3332	3332	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：154点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:7803 B:158.746}#cFFFFFF点，有#c54FF0016%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：154点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0016%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24811	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24847	给目标的效果的发生几率	16																													
3333	3333	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：188点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:9562 B:158.746}#cFFFFFF点，有#c54FF0018%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：188点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0018%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24812	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24848	给目标的效果的发生几率	18																													
3334	3334	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：223点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:11321 B:158.746}#cFFFFFF点，有#c54FF0020%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：223点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0020%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24813	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24849	给目标的效果的发生几率	20																													
3335	3335	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：257点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:13080 B:158.746}#cFFFFFF点，有#c54FF0022%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：257点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0022%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24814	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24850	给目标的效果的发生几率	22																													
3336	3336	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：291点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:14839 B:158.746}#cFFFFFF点，有#c54FF0024%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：291点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0024%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24815	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24851	给目标的效果的发生几率	24																													
3337	3337	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：326点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:16604 B:158.746}#cFFFFFF点，有#c54FF0026%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：326点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0026%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	326	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24816	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24852	给目标的效果的发生几率	26																													
3338	3338	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：360点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:18363 B:158.746}#cFFFFFF点，有#c54FF0028%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：360点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0028%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	360	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24817	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24853	给目标的效果的发生几率	28																													
3339	3339	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：395点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:20122 B:158.746}#cFFFFFF点，有#c54FF0029%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：395点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0029%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	395	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24818	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24854	给目标的效果的发生几率	29																													
3340	3340	溪山行旅	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：429点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击#c54FF00{A:21881 B:158.746}#cFFFFFF点，有#c54FF0030%#cFFFFFF的机率令目标虚弱，所受伤害放大#c54FF00{A:100 B:0}%#cFFFFFF，效果持续20秒#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：429点#r有效距离：0-15米#r瞬间释放#r冷却时间：10秒#r单体远程攻击 增加内功攻击，有#c54FF0030%#cFFFFFF的机率令目标虚弱，所受伤害放大，效果持续20秒#r#c5BC257需要装备武器	3	10000	-1	-1	法力需求	4	429	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	24819	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	24855	给目标的效果的发生几率	30																													
3341	3341	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：101点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：101点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	101	-1	驱散	9	37	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	763	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
3342	3342	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：170点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：170点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	170	-1	驱散	9	37	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	763	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
3343	3343	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：239点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：239点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	239	-1	驱散	9	37	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	763	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
3344	3344	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：308点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：308点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	308	-1	驱散	9	37	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	763	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
3345	3345	洛神图	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：376点#r运气时间：5秒#r冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：376点#r运气时间：5秒 冷却时间：30秒#r攻击状态 此状态下放置的陷阱，附带灼烧效果，灼烧效果的伤害根据陷阱自身等级提升而增加#r#c5BC257与大风歌不能共同作用	0	30000	5000	-1	法力需求	4	376	-1	驱散	9	37	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	763	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
