INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING				
2628	2628	7010	Buff0_15				g01_buff27		脚下光圈点	0	1	1	0	0		寸步难行				
2629	2629	2	Buff5_1							0	0	0	0	0		潜行：慕容博引你藏在一旁，并以真气掩盖了你的气息。				
2630	2630	10	FightSkillMurong2_4				m01_剑气纵横_受击		身体中心点	0	0	1	0	0		剑荡八荒：无法移动，无法使用任何技能				
2651	2651	2200	Buff17_15							0	0	0	1	0		战斗休整：该状态下将不会被系统配对进入比赛场地，可手动取消				
2652	2652	2200	Buff17_15							0	0	0	0	0		战斗脱离：您刚刚离开战斗预备室，请稍事休息后再次进入				
2653	2653	2200	Buff17_15							1	0	0	0	0		战斗准备：请做好战斗准备				
2654	2654	2200	Buff17_15							1	0	0	0	0		战斗结束：战斗已结束，请稍等返回战斗预备室				
2655	2655	2200	Buff17_15							0	0	0	0	0		天下第一擂高级识破：双目似电，魑魅魍魉，无所遁形				
2656	2656	10	CircularTaskTool48_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	buff_福香包		身体中心点	1	0	0	1	0		顺网专属：激活顺网武圣卡的专属光环，增加所有属性20点				
2657	2657	10	CircularTaskTool48_6	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	buff_福香包		身体中心点	1	0	0	1	0		易游专属：激活易游武圣卡的专属光环，增加所有属性20点				
2658	2658	10	CircularTaskTool48_5	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	buff_福香包		身体中心点	1	0	0	1	0		网吧专属：激活网吧专属武圣卡的专属光环，增加所有属性20点				
2659	99	2200	RideHeader7_13							0	0	0	1	0		坐骑：应龙幻魂。骑乘后移动速度+80%。				
2660	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：炎羽。骑乘后移动速度+80%。				
2677	2677	10					buff_警戒圈		身体受击点	0	0	0	0	0						
2678	2678	499	Hat5_14							1	0	0	0	0		重楼盔：暴击率提升5%				
2679	2679	499	Hat5_14							1	0	0	0	0		真·重楼盔：暴击率提升10%				
2680	2680	499	Shoes5_14							1	0	0	0	0		重楼靴：攻击时有2%几率造成5倍暴击				
2681	2681	499	Shoes5_14							1	0	0	0	0		真·重楼靴：攻击时有3%几率造成5倍暴击				
2682	2682	499	Cuff5_9							1	0	0	0	0		重楼手：伤害提升10%				
2683	2683	499	Cuff5_9							1	0	0	0	0		真·重楼手：伤害提升15%				
2684	2684	499	NewCloth5_6				buff_重楼遁甲		身体中心点	1	0	0	0	0		重楼遁甲：血上限提升5%				
2685	2685	499	NewCloth5_6				buff_重楼遁甲		身体中心点	1	0	0	0	0		真·重楼甲：血上限提升10%				
2686	2686	499	Arm3_10							1	0	0	0	0		重楼腕：命中率提升5%				
2687	2687	499	Arm3_10							1	0	0	0	0		真·重楼腕：命中率提升10%				
2688	2688	499	Girdle3_14							1	0	0	0	0		重楼带：闪避率提升5%				
2689	2689	499	Girdle3_14							1	0	0	0	0		真·重楼带：闪避率提升10%				
2690	2690	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：慕容复，英雄丹变身，右键点击图标可以取消变身效果				
2691	2691	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：李延宗，英雄丹变身，右键点击图标可以取消变身效果				
2692	2692	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：段正明，英雄丹变身，右键点击图标可以取消变身效果				
2693	2693	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：段正淳，英雄丹变身，右键点击图标可以取消变身效果				
2694	2694	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：枯荣，英雄丹变身，右键点击图标可以取消变身效果				
2695	2695	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：玄慈，英雄丹变身，右键点击图标可以取消变身效果				
2696	2696	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：段誉，英雄丹变身，右键点击图标可以取消变身效果				
2697	2697	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：王语嫣，英雄丹变身，右键点击图标可以取消变身效果				
2698	2698	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：乔峰，英雄丹变身，右键点击图标可以取消变身效果				
2699	2699	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：阿朱，英雄丹变身，右键点击图标可以取消变身效果				
2700	2700	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：虚竹，英雄丹变身，右键点击图标可以取消变身效果				
2701	2701	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：梦姑，英雄丹变身，右键点击图标可以取消变身效果				
2702	2702	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：慕容博，英雄丹变身，右键点击图标可以取消变身效果				
2703	2703	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：萧远山，英雄丹变身，右键点击图标可以取消变身效果				
2704	2704	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：扫地僧，英雄丹变身，右键点击图标可以取消变身效果				
2705	2705	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：无崖子，英雄丹变身，右键点击图标可以取消变身效果				
2706	2706	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：李秋水，英雄丹变身，右键点击图标可以取消变身效果				
2707	2707	2000	Charm4_16			脚下光圈点				0	0	0	1	0		英雄：天山童姥，英雄丹变身，右键点击图标可以取消变身效果				
2708	2708	2200	RideHeader7_9							0	0	0	1	0		坐骑：金钱豹。骑乘后移动速度+40%。				
2709	2709	2200	RideHeader7_10							0	0	0	1	0		坐骑：云雪豹。骑乘后移动速度+70%。				
2710	2710	2200	RideHeader7_11							0	0	0	1	0		坐骑：幽冥豹。骑乘后移动速度+75%。				
2711	2711	8000	Buff18_1							1	0	0	0	0		观战中				
2712	2712	5400	Buff15_3							1	0	0	0	0		重出江湖：持续期间内，可享受一系列的回归特权。在打怪时人物获得经验变为平常的2倍。使用天灵丹后，可使获得的经验变为平常的4倍。同时使用天灵丹和玄灵丹，可使获得的经验变为平常的8倍。				
2713	2713	1000	Buff18_11							1	0	0	0	0		心有所求：夫妻情深越若水，千篇诗经爱心盈。#r请在此状态消失前，完成夫妻求子的第一重考验。				
2714	2714	1000	Buff18_10							1	0	0	0	0		心怀坚定：我愿长跪表虔诚，只为祈福获麟儿。#r请在此状态消失前，完成夫妻求子的第二重考验。				
2715	2715	1000	Buff18_9							1	0	0	0	0		心感虔诚：踏破青山心不悔，众人祝福盼儿降。#r请在此状态消失前，完成夫妻求子的第三重考验。				
2716	2716	1000	Buff18_8							1	0	0	0	0		观音送喜：天降洪福心欢喜，共迎麟儿享天伦。#r在状态消失之前夫妻组队前往洛阳（143，176）长孙婆婆处可以领取自己的孩子。				
2717	2717	1000	Buff18_5							1	0	0	0	0		初次考验：处于领养子女的第一重考验之中，需要在该状态消失前完成并交还任务：爱心考验-风景如画。				
2718	2718	1000	Buff18_5							1	0	0	0	0		再次考验：处于领养子女的第二重考验之中，需要在该状态消失前完成并交还任务：爱心考验-奇花异草香。				
2719	2719	1000	Buff18_5							1	0	0	0	0		最终考验：处于领养子女的第三重考验之中，需要在该状态消失前完成并交还任务：爱心考验-育儿心得。				
2720	2720	1000	Buff18_7							1	0	0	0	0		领养：你已经通过了张大叔的考验。#r在状态消失之前前往洛阳（153，184）张大叔处领走自己的孩子吧。				
2721	646	10	Shenqi_4_16							1	0	0	0	0		紫阳绝翎：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御				
2722	2722	91	Shenqi_5_1							1	0	0	0	0		凌霄玉琼：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御				
2723	2723	91	Shenqi_5_2							1	0	0	0	0		九霄华琼：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御				
2724	2724	110	Shenqi_5_3							1	0	0	0	0		大梁辟天：有一定几率降低目标的内外功防御				
2725	2725	110	Shenqi_5_3							1	0	0	0	0		大梁辟天：有一定几率降低目标的移动速度				
2726	2726	110	Shenqi_5_3							1	0	0	0	0		大梁辟天：有一定几率吸取目标的血				
2727	2727	110	Shenqi_5_3				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的内外功防御1923				
2728	2728	110	Shenqi_5_3				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的移动速度40%				
2729	2729	110	Shenqi_5_3				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大梁辟天：吸取目标的血				
2730	2730	120	Shenqi_5_3				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的内外功防御2400				
2731	2731	110	Shenqi_5_3				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的移动速度45%				
2732	2732	110	Shenqi_5_3				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大梁辟天：吸取目标的血				
2733	2733	110	Shenqi_5_3				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的内外功防御2800				
2734	2734	110	Shenqi_5_3				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大梁辟天：已降低一个目标的移动速度45%				
2735	2735	110	Shenqi_5_3				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大梁辟天：吸取目标的血				
2736	2736	110	Shenqi_5_4							1	0	0	0	0		灭影天诛：有一定几率降低目标的内外功防御				
2737	2737	110	Shenqi_5_4							1	0	0	0	0		灭影天诛：有一定几率降低目标的移动速度				
2738	2738	110	Shenqi_5_4							1	0	0	0	0		灭影天诛：有一定几率吸取目标的血				
2739	2739	110	Shenqi_5_4				wq_破绽触发01		右武器绑定点	0	0	0	1	0		灭影天诛：已降低一个目标的内外功防御2800				
2740	2740	110	Shenqi_5_4				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		灭影天诛：已降低一个目标的移动速度45%				
2741	2741	110	Shenqi_5_4				wq_吸血触发01		右武器绑定点	0	0	0	1	0		灭影天诛：吸取目标的血				
2742	2742	10	Buff12_3							1	0	0	0	0		羲和：命中目标后有几率减少对方玄抗20点和毒抗20点，可以将目标的抗性降低至负值				
2743	2743	5010	Buff12_3							0	0	1	0	0		羲和：降低玄抗20点和毒抗20点				
2744	2744	2010	Buff12_2				m01_TM_打通经脉_01		脚下光圈点	1	0	0	0	0		打通经脉：正在打通任督二脉，切勿分神！				
2745	2745	2000	CommonNPCHeader4_1			脚下光圈点				0	0	0	0	0		您乔装成灵鹫宫圣使，神农帮帮主司空玄将听从您的命令。				
2746	2746	2000	CircularTaskTool52_5			脚下光圈点				0	0	0	0	0		获得归风庄的伪装				
2747	2747	2000	Buff0_16			脚下光圈点				0	0	0	0	0		被散功				
2748	2748	1000	Buff11_3				buff_指示特效		头顶状态点	1	0	0	0	0		射击目标				
2749	2749	110	FightSkillTangMen_7							0	0	0	1	0		矢魂箭：攻击时会将目标失明0.5秒				
2750	2750	10	Buff18_3				buff_福香包		身体受击点	1	0	0	1	0		新浪武圣：激活新浪武圣卡的专属光环，增加所有属性20点				
2751	2751	10	Buff18_4				buff_福香包		身体受击点	1	0	0	1	0		迅雷武圣：激活迅雷武圣卡的专属光环，增加所有属性20点				
2752	2752	10	Buff18_2				buff_福香包		身体受击点	1	0	0	1	0		360-U9武圣：激活360-U9武圣卡的专属光环，增加所有属性20点				
2753	2753	2010	CircularTaskTool53_6			脚下光圈点				0	0	0	0	0		变身为西夏士兵				
2754	2754	10	Buff17_3				cj_粮仓_01		脚下光圈点	0	0	0	0	0		点燃				
2755	2755	2001	Buff18_6							0	0	0	1	0		全小颜已经教会了你3个礼仪动作：称赞、点头、摇头，根据她的指示完成对应的礼仪动作。				
2756	2756	2001	Buff18_6							0	0	0	1	0		曹小明已经教会了你4个礼仪动作：鞠躬、鼓掌、抱拳、招手，根据他的指示完成对应的礼仪动作。				
2757	2757	2001	Buff18_6							0	0	0	1	0		陆小祺已经教会了你5个礼仪动作：奉茶、作揖、拜礼、拱手、执手，根据她的指示完成对应的礼仪动作。				
2758	2758	2002	CommonNPCHeader14_8			脚下光圈点				0	0	0	0	0		你乔装成一名美若天仙的妙龄女子，举手投足都显示出十足的魅力				
2759	2759	200	Buff5_1							0	0	0	1	0		强力隐身				
2760	2760	2200	RideHeader7_14							0	0	0	1	0		坐骑：黑玫瑰。骑乘后移动速度+20%。				
2761	2761	12	Buff18_12							0	0	0	1	0		抵抗：封印				
2762	2762	10	Buff11_11				buff_身体复苏		身体受击点	0	0	0	0	0						
2763	2763	10	Charm4_16							0	0	0	1	0		以蛊制蛊的方法似乎起了作用，木赫的面色正渐渐正常起来				
2764	2764	2200	RideHeader7_15							0	0	0	1	0		坐骑：绒雪神牛。骑乘后移动速度+80%。				
2765	2765	7001	Buff5_9	g01_buff108		脚下光圈点				0	0	0	1	0		变身：使用鼠标右键点击该图标可以解除变身状态				
2766	2766	100	CircularTaskTool55_8				场景_npc大锅_小火		脚下光圈点	1	0	0	1	0		小火：目前为#G小火#Y，用来煮#G芝麻元宵#Y最好不过了				
2767	2767	100	CircularTaskTool55_9				场景_npc大锅_中火		脚下光圈点	1	0	0	1	0		中火：目前为#G中火#Y，用来煮#G枣泥元宵#Y最好不过了				
2768	2768	100	CircularTaskTool55_2				场景_npc大锅_大火		脚下光圈点	1	0	0	1	0		大火：目前为#G大火#Y，用来煮#G五仁元宵#Y最好不过了				
2769	2769	100	CircularTaskTool55_3				场景_npc大锅_沸腾		脚下光圈点	1	0	0	1	0		沸腾：目前为#G沸腾#Y，用来煮#G鲜肉元宵#Y最好不过了				
2770	2770	2000	Charm4_16			脚下光圈点				0	0	0	1	0		变身：乔峰，变身宝珠变身，右键点击图标可以取消变身效果				
2771	2771	2000	Charm4_16			脚下光圈点				0	0	0	1	0		变身：段誉，变身宝珠变身，右键点击图标可以取消变身效果				
2772	269	10	Huodong_10_13	g01_buff108		脚下光圈点				0	0	0	1	0		财神爷的变形术：你中了财神留下的变身小法术，右键点击图标可以取消变身效果。				
2773	99	2200	RideHeader8_1							0	0	0	1	0		坐骑：沧海龙驹。骑乘后移动速度+80%。				
2774	99	2200	RideHeader8_2							0	0	0	1	0		坐骑：百变金刚。骑乘后移动速度+80%。				
2775	99	2200	RideHeader7_16							0	0	0	1	0		坐骑：豆豆雪橇。骑乘后移动速度+80%。				
2776	2776	2000	Charm4_16			脚下光圈点				0	0	0	1	0		变身：灯笼，变身宝珠变身，右键点击图标可以取消变身效果				
2777	2777	2200	Huodong_6_14							1	0	0	0	0		对手搜索：系统正在为您寻找合适的对手，若时间结束仍未找到对手，则直接获得威望值				
2778	2778	2200	Huodong_6_14							1	0	0	0	0		战斗冷却：您刚刚进入了一场比赛，该状态结束后可进行下一场比赛。				
2779	2779	10		all_em_bj00000		身体受击点	g01_em_piaoxuechuanyun_lx		身体受击点	0	0	1	0	1	身体受击点					
2780	14	10	Buff0_10							0	1	1	0	0		雷鸣：受到雷鸣的影响，身体麻痹。				
2781	23	10	Buff1_1				g01_buff100		脚下光圈点	0	0	1	0	0		猎命寒冰：受寒冰所困，移动速度减慢。				
2782	2782	10	Buff13_9				boss_水鬼大boss_杀气护体_蛟		身体中心点	0	0	0	0	0		杀气护体·蛟：被出洞蛟的杀气所笼罩，免疫所有伤害。出洞蛟死亡时，该护体将会随之消失。				
2783	2783	10	Buff13_9				boss_水鬼大boss_杀气护体_蜃		身体中心点	0	0	0	0	0		杀气护体·蜃：被翻江蜃的杀气所笼罩，免疫所有伤害。翻江蜃死亡时，该护体将会随之消失。				
2784	2784	10	Buff13_9							0	0	0	0	0		兄弟同心·龙：出洞蛟和翻江蜃处于混江龙周围时，出洞蛟和翻江蜃的攻击力将会获得大幅提升。				
2785	2785	10	Buff13_9				boss_水鬼大boss_杀意正盛_龙_01		身体中心点	0	0	0	0	0		杀意正盛·龙：处于混江龙周围时，攻击力将会获得大幅提升。				
2786	2786	10	Buff18_13							1	0	0	0	0		新手交易保护：为了避免您的财产遭受损失，当前状态下只可接收金钱、物品和珍兽，不可给出金钱、物品和珍兽。祝您游戏愉快！				
2787	99	2200	RideHeader8_3							0	0	0	1	0		坐骑：月马香驹。骑乘后移动速度+80%。				
2788	2788	10	Buff8_5				g01_buff106		身体受击点	0	0	0	0	0		火烧连营：持续受到伤害。火烧连营状态消失时，周围3米范围内的玩家，均会获得火烧连营状态。				
2789	2789	10	Buff16_10							0	0	0	0	0		匪兵突击：对周围1米范围内的所有玩家和珍兽造成火属性伤害。				
2790	2790	10								0	0	0	0	0						
2791	2791	10	Buff13_9							0	0	0	0	0		兄弟同心·蛟：混江龙和翻江蜃处于出洞蛟周围时，混江龙和翻江蜃的攻击力将会获得大幅提升。				
2792	2792	10	Buff13_9				boss_水鬼大boss_杀意正盛_龙_01		身体中心点	0	0	0	0	0		杀意正盛·蛟：处于出洞蛟周围时，攻击力将会获得大幅提升。				
2793	2793	10	Buff13_9							0	0	0	0	0		兄弟同心·蜃：混江龙和出洞蛟处于翻江蜃周围时，混江龙和出洞蛟的攻击力将会获得大幅提升。				
2794	2794	10	Buff13_9				boss_水鬼大boss_杀意正盛_龙_01		身体中心点	0	0	0	0	0		杀意正盛·蜃：处于翻江蜃周围时，攻击力将会获得大幅提升。				
2795	2795	10	Buff16_10							0	0	0	0	0		寒冰合围：对周围1米范围内的所有玩家和珍兽造成冰属性伤害。				
2796	23	10	Buff1_1				g01_buff100		脚下光圈点	0	1	1	0	0		寒冰风暴：受到千年寒冰的侵袭，移动速度降低50%。				
2797	19	10	Buff0_15				g01_buff27		脚下光圈点	0	1	1	0	0		寒冰围困：受到千年寒冰冻气侵袭，暂时无法移动。				
2798	19	10	Buff0_15				g01_buff27		脚下光圈点	0	1	1	0	0		寒冰牢狱：在寒冰牢狱封闭之前，无法移动。				
2799	2799	10	Buff12_14				buff_烛影摇红		身体受击点	0	0	1	0	0		焚心邪火：邪火入体，心智丧失，持续对自己和周围3米范围内的所有玩家造成伤害。				
2800	2800	10	Medicine2_5				boss_人类首领_元火滔天01		身体受击点	0	0	0	0	1	身体受击点	火元护体：白冥启吸收火元力的同时，将会受到火元力的庇护，免疫所有伤害。				
2801	2801	10	Buff16_10							0	0	0	0	0		无极玄雷：持续对周围2米范围内的所有玩家造成玄属性伤害。无极玄雷消失时，将对周围6米范围内的所有玩家造成大量玄属性伤害。				
2802	2802	10	Buff12_14							0	0	1	0	0		勾魂玄音：玄音于体内蕴生，待其破体而出时，周围5米范围内的所有玩家均将获得玄音勾魂状态。在玄音勾魂状态下受到夺魄雷煞的攻击时，所受伤害将会大幅增加。				
2803	14	10	Buff0_10							0	1	1	0	0		玄音勾魂：被玄音勾去魂魄，身体处于麻痹状态。在此期间内，受到夺魄雷煞攻击时，所受伤害将会大幅增加。				
2804	2804	10	Buff0_2				buff_毒爆_01		身体中心点	0	0	1	0	0		毒液沾身：沾染了毒蛤的粘液，将持续受到伤害。				
2805	2805	10	Buff4_16				boss_九黎先锋_九黎铁骨1级_buff01		身体中心点	0	0	0	0	0		铁骨·1级：免疫所受到的15%的伤害。				
2806	2805	20	Buff4_16				boss_九黎先锋_九黎铁骨1级_buff01		身体中心点	0	0	0	0	0		铁骨·2级：免疫所受到的30%的伤害。				
2807	2805	30	Buff4_16				boss_九黎先锋_九黎铁骨1级_buff01		身体中心点	0	0	0	0	0		铁骨·3级：免疫所受到的45%的伤害。				
2808	2808	10	Buff13_9				boss_九黎先锋_嗜血狂化_01		身体中心点	0	0	0	0	0		怒火连天：受到巫士怒火影响，攻击力大幅增加。				
2811	2811	10	Buff18_14				Buff_神鼎buff特效		头顶状态点	0	0	0	1	0		扛起神鼎，每3秒为本帮代表队增加积分：3，不可隐身，不可骑乘，不可传送，死亡后掉落，可手动取消。本帮人员累计扛神鼎120秒之后，将一次性获得奖励积分：60，同时神鼎回到初始刷新点。				
2812	2812	10	Buff18_15				Buff_至尊神鼎buff特效		头顶状态点	0	0	0	1	0		扛起至尊神鼎，每3秒为本帮代表队增加积分：3，不可隐身，不可骑乘，不可传送，死亡后掉落，可手动取消。本帮人员累计扛神鼎120秒之后，将一次性获得奖励积分：60，同时神鼎回到初始刷新点。				
2813	2813	10	Buff17_3				活动BUFF_B01		身体中心点	0	0	0	0	0		贪食四方：进食期间免疫所有伤害，同时每3秒对周围造成一次伤害。				
2814	2814	10	Buff17_3				g01_em_buff38		头顶状态点	0	1	1	0	0		巫神蛊惑：受到巫神的蛊惑，迷失自我。				
2815	2815	10	Buff18_16				Buff_浮生若梦		头顶状态点	0	1	1	0	0		浮生若梦：迷离于尘世之间，身体不受控制。				
2816	2816	10	Buff19_1				g01_buff100		脚下光圈点	0	1	1	0	0		魂牵梦绕：受到噩梦的缠绕，身体移动速度缓慢。				
2817	2817	7010	Buff8_1	all_bj0000		身体受击点	Buff_腐尸草_01		身体受击点	0	1	1	0	0		腐尸草：相柳在你身体里留下的邪之物，你的身体将受到封印，状态消失时将会对周围产生毒属性伤害。				
2818	2818	10	Buff17_3				活动BUFF_B01		身体中心点	0	0	0	0	0		慑魂取命：定身状态，隐身状态，无法受到伤害。				
2819	2819	7010	Buff0_15				Buff_慑魂大阵		脚下光圈点	0	0	1	0	0		坚守魂阵：定身状态。				
2820	2820	10	Buff7_6				Buff_buff特效_怒火冲天		脚下光圈点	0	0	0	0	0		怒火冲天：移动速度提高至200%。				
2821	2821	10	Buff15_3				buff_冰火交织_冰_1		身体受击点	0	1	1	0	0		陆吾炎火：受到陆吾炎火的影响，身体失去控制。				
2822	2822	10	Buff0_7				buff_冰火交织_火_1		身体受击点	0	1	1	0	0		寒冰刺骨：陆吾寒冰沁入骨髓，每秒受到一定伤害。				
2823	2823	10	MenpaiLiveSkill_2							0	0	0	0	0		身外分身：一段时间后可幻化出实力相同的分身。				
2824	2824	10	MenpaiLiveSkill_2							0	0	0	0	0		身外分身：一段时间后可幻化出实力相同的分身。				
2825	2825	10	FightSkillTianShan_4				g01_buff10_01		脚下光圈点	0	0	0	0	0		形如流水				
2826	2826	10	FightSkillTianShan_4				g01_buff10_01		脚下光圈点	0	0	0	0	0		快马加鞭				
2827	2827	10	FightSkillTianShan_4				g01_buff10_01		脚下光圈点	0	0	0	0	0		神行				
2828	2828	10	FightSkillEMei1_9				g01_em_jq_zdo_菩提护体		身体中心点	0	0	0	0	0		金钟罩：吸收100000血量的伤害				
2829	2829	10	FightSkillEMei1_9							0	0	0	0	0		铜墙铁壁：内功防御增加100%，外功防御增加100%，持续30秒				
2830	2830	5080	FightSkillDaLi2_3				g01_dl_天龙80级技能_buff蓝		身体受击点	0	0	0	0	0		冰肌玉骨：增加冰抗1000点，持续30秒				
2831	2831	5080	FightSkillDaLi2_2				g01_dl_天龙80级技能_buff红		身体受击点	0	0	0	0	0		墨守成规：增加火抗1000点，持续30秒				
2832	2832	5080	FightSkillDaLi2_5				g01_dl_天龙80级技能_buff黄		身体受击点	0	0	0	0	0		正气浩然：增加玄抗1000点，持续30秒				
2833	2833	5080	FightSkillDaLi2_4				g01_dl_天龙80级技能_buff绿		身体受击点	0	0	0	0	0		百毒不侵：增加毒抗1000点，持续30秒				
2834	2834	1	Buff2_8				cw_shixue		身体受击点	0	0	0	0	0		怒火中烧：造成的伤害提升至200%				
2835	2835	10	Buff2_8							0	0	0	0	0		免疫控制免疫放大免疫减少血上限				
2836	2836	10	Buff10_6							0	0	0	1	0		逆袭守护：免疫所有伤害，且无法使用任何技能。使用鼠标右键点击该图标可以解除守护				
2837	2837	10	FightSkillEMei1_11	g01_em_sf_zdo_回心诀		身体受击点				0	0	0	0	0		生命绽放：每3秒回复35000点生命值，持续30秒				
2838	2838	10		BOSS_饕餮_贪食四方_火圈01		身体中心点				0	0	0	0	0						
2839	2839	10		BOSS_饕餮_贪食四方_火圈02		身体中心点				0	0	0	0	0						
2840	2840	10								0	0	0	0	0						
2841	2841	10					boss_尘土_陷阱_1			0	0	0	0	0						
2842	2842	10					凤鸣王陵_3M特效圈		脚下光圈点	0	0	0	0	0						
2843	2843	5010					BOSS_饕餮_贪食四方_连线01		身体中心点	0	0	0	0	1	身体中心点					
2844	99	2200	RideHeader8_4							0	0	0	1	0		坐骑：赤炼驹。骑乘后移动速度+80%。				
2845	2845	10	Buff2_8							0	0	0	0	0		天雷蛊雕：蛊雕体魄强健，刀枪不入，仅镇魔天雷爆炸可对其造成伤害。				
2846	2846	10					boss_兵圣奇阵风_飓风术_蓄气_02		身体中心点	0	0	0	0	0						
2847	2847	10					boss_boss140219相柳_腐毒缠身_01		身体中心点	0	0	0	0	0						
2848	2848	10	Buff1_4				buff_冰火交织_火_1		身体受击点	0	1	1	0	0		陆吾凝冰：受到陆吾凝冰的影响，移动速度延缓				
2849	2849	10	FightSkillEMei1_11	g01_em_sf_zdo_回心诀		身体受击点				0	0	0	0	0		生命回复：每3秒回复25000点生命值，持续30秒				
2850	2850	10	Buff19_9							1	0	0	0	0		进入神兵阁：本帮的神兵阁开启后，可以在每日8点至次日1点进入其中。				
2860	2860	10	Buff19_3				buff_福香包		身体中心点	1	0	0	1	0		网易武圣：激活网易武圣卡的专属光环，增加所有属性20点				
2861	99	2200	RideHeader8_5							0	0	0	1	0		坐骑：碧甲玄龟。骑乘后移动速度+80%。				
2862	99	2000	RideHeader2_7							1	0	0	1	0		GM隐身：GM专属隐身状态，右键点击可取消。				
2863	100	2000	RideHeader2_7							1	0	0	1	0		GM加速：GM专属加速状态，右键点击可取消。				
2864	2864	2000	RideHeader2_7							1	0	0	1	0		GM免伤：GM专属免伤状态				
2865	2865	2000	RideHeader2_7							1	0	0	1	0		GM免控：GM专属免控状态				
2866	2866	2000	RideHeader2_7							1	0	0	1	0		GM血牛：GM专属血牛状态				
2868	2868	10	CircularTaskTool59_5							0	0	0	1	0		父母之心：带着一个可爱的小孩子，让你的意志更为坚定，提升所有属性10点				
2870	269	10	Buff19_4							0	0	0	1	0		妙手回春的帮会郎中。点击F1使用变身技能：望闻问切，对受伤的帮众进行治疗。变身时长：15分钟。				
2871	269	10	Buff19_5							0	0	0	1	0		穿着夜行劲装。点击F1使用变身技能：套马索，捉拿逃跑的飞贼。变身时长：15分钟。				
2872	269	10	Buff19_8							0	0	0	1	0		变身为帮会渔夫。点击F1使用变身技能：捕捞，从帮会城市（165，141）进行捕鱼。变身时长：15分钟。				
2873	269	10	Buff19_7							0	0	0	1	0		变身为菜园农夫。点击F1使用变身技能：菜园除虫，在帮会城市（130，148）处除虫。变身时长：15分钟。				
2874	269	10	Buff19_6							0	0	0	1	0		变身为军需队长，可采集军需资源。点击F1使用变身技能：收集物资。变身时长：15分钟				
2875	2875	2000	CircularTaskTool59_8							1	0	0	0	0		衣锦还乡者对友人的祝福，祝福消失前不能再次接受祝福。#r#G所有属性增加20点				
2876	2876	20	Buff19_10							0	0	0	0	0		自身5米范围内的矿工加速20%。				
2877	2877	20	Buff19_12				主角变身帮派生产任务_buff_加速		脚下光圈点	0	0	0	0	0		加速20%，持续2秒。				
2878	2876	20	Buff19_11				主角变身帮派生产任务_buff_加速		脚下光圈点	0	0	0	0	0		加速40%，持续20秒。				
2879	2876	20	Huodong_10_13				buff_珍珑之光		身体受击点	0	0	0	0	0		持续时间内，提交1个宝石记录增加2个				
2880	2879	20	Huodong_10_13				buff_珍珑之光		身体受击点	0	0	0	0	0		持续时间内，提交1个宝石记录增加2个				
2881	2876	1000	Buff13_9				活动BUFF_B01		身体中心点	0	0	0	0	0		免疫从捣蛋招财猫身上获得的负面BUFF				
2882	2877	60	Buff19_13				主角变身帮派生产任务_buff_加速		脚下光圈点	0	0	0	0	0		加速60%，持续6秒。				
