INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
346	十月流火	十月流火	0	1	0	0	0	yanhua_100826_国庆节	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
347	红星闪闪	红星闪闪	0	1	0	0	0	yanhuo_61国庆01	-1		-1							20000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
348	共庆华诞	共庆华诞	0	1	0	0	0	yanhuo_61国庆02	-1		-1							20000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
349	流星恋情	流星恋情	0	1	0	0	0	yanhua_10Q3七夕二	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
350	花团锦簇	花团锦簇	0	1	0	0	0	yanhua_10Q3七夕_01	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
351	连年有余	连年有余	0	1	0	0	0	yanhua_091119_春节2	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
352	福到了	福到了	0	1	0	0	0	yanhua_091118_春节	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
353	七夕1	七夕1	0	1	0	0	0	yanhuo_090806_七夕肆	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
354	七夕2	七夕2	0	1	0	0	0	yanhuo_090806_七夕伍	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
355	七夕3	七夕3	0	1	0	0	0	yanhuo_090806_七夕陆	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
356	与宁同行	与宁同行	0	1	0	0	0	yanhua_与宁同行	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
357	宁梦不息	宁梦不息	0	1	0	0	0	yanhua_宁梦不息	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
358	唯爱摩登	唯爱摩登	0	1	0	0	0	yanhua_唯爱摩登	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
359	摩饭永伴	摩饭永伴	0	1	0	0	0	yanhua_摩饭永伴	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
360	宁在我心	宁在我心	0	1	0	0	0	yanhua_宁在我心	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
361	伴宁一生	伴宁一生	0	1	0	0	0	yanhua_伴宁一生	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
362	唯爱与宁	唯爱与宁	0	1	0	0	0	yanhua_唯爱与宁	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
363	今生唯恋宁	今生唯恋宁	0	1	0	0	0	yanhua_今生唯恋宁	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
364	红尘不负宁	红尘不负宁	0	1	0	0	0	yanhua_红尘不负宁	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
#逍遥技能全修正 2019-12-5 17:04:06 逍遥子		极致修改   2020-03-30																																																										
365	定海神针	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							10000	2000	15	15	4						效果1	22805	效果2	-1	效果3几率	-1	效果3	-1																									
366	定海神针	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							12000	2000	15	15	4						效果1	22806	效果2	-1	效果3几率	-1	效果3	-1																									
367	定海神针	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							14000	2000	15	15	4						效果1	22807	效果2	-1	效果3几率	-1	效果3	-1																									
368	定海神针	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							16000	2000	15	15	4						效果1	22808	效果2	-1	效果3几率	-1	效果3	-1																									
369	定海神针	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							18000	2000	15	15	4						效果1	22809	效果2	-1	效果3几率	-1	效果3	-1																									
370	定海神针	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							20000	2000	15	15	4						效果1	22810	效果2	-1	效果3几率	-1	效果3	-1																									
371	定海神针	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							24000	2000	15	15	4						效果1	22811	效果2	-1	效果3几率	-1	效果3	-1																									
372	定海神针	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							28000	2000	15	15	4						效果1	22812	效果2	-1	效果3几率	-1	效果3	-1																									
373	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22813	效果2	-1	效果3几率	-1	效果3	-1																									
374	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22814	效果2	-1	效果3几率	-1	效果3	-1																									
375	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22815	效果2	-1	效果3几率	-1	效果3	-1																									
376	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22816	效果2	-1	效果3几率	-1	效果3	-1																									
377	定海神针防	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							10000	2000	15	15	4						效果1	22805	效果2	-1	效果3几率	1	效果3	22804																									
378	定海神针防	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							12000	2000	15	15	4						效果1	22806	效果2	-1	效果3几率	2	效果3	22804																									
379	定海神针防	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							14000	2000	15	15	4						效果1	22807	效果2	-1	效果3几率	3	效果3	22804																									
380	定海神针防	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							16000	2000	15	15	4						效果1	22808	效果2	-1	效果3几率	4	效果3	22804																									
381	定海神针防	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							18000	2000	15	15	4						效果1	22809	效果2	-1	效果3几率	5	效果3	22804																									
382	定海神针防	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							20000	2000	15	15	4						效果1	22810	效果2	-1	效果3几率	6	效果3	22804																									
383	定海神针防	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							24000	2000	15	15	4						效果1	22811	效果2	-1	效果3几率	7	效果3	22804																									
384	定海神针防	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							28000	2000	15	15	4						效果1	22812	效果2	-1	效果3几率	8	效果3	22804																									
385	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22813	效果2	-1	效果3几率	9	效果3	22804																									
386	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22814	效果2	-1	效果3几率	10	效果3	22804																									
387	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22815	效果2	-1	效果3几率	10	效果3	22804																									
388	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22816	效果2	-1	效果3几率	10	效果3	22804																									
389	定海神针攻	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							10000	2000	15	15	4						效果1	22805	效果2	-1	效果3几率	100	效果3	22780																									
390	定海神针攻	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							12000	2000	15	15	4						效果1	22806	效果2	-1	效果3几率	100	效果3	22781																									
391	定海神针攻	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							14000	2000	15	15	4						效果1	22807	效果2	-1	效果3几率	100	效果3	22782																									
392	定海神针攻	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							16000	2000	15	15	4						效果1	22808	效果2	-1	效果3几率	100	效果3	22783																									
393	定海神针攻	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							18000	2000	15	15	4						效果1	22809	效果2	-1	效果3几率	100	效果3	22784																									
394	定海神针攻	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							20000	2000	15	15	4						效果1	22810	效果2	-1	效果3几率	100	效果3	22785																									
395	定海神针攻	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							24000	2000	15	15	4						效果1	22811	效果2	-1	效果3几率	100	效果3	22786																									
396	定海神针攻	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							28000	2000	15	15	4						效果1	22812	效果2	-1	效果3几率	100	效果3	22787																									
397	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22813	效果2	-1	效果3几率	100	效果3	22788																									
398	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22814	效果2	-1	效果3几率	100	效果3	22789																									
399	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22815	效果2	-1	效果3几率	100	效果3	22790																									
400	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							30000	2000	15	15	4						效果1	22816	效果2	-1	效果3几率	100	效果3	22791																									
401	八阵图	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22768	效果2	22767	效果3几率	-1	效果3	-1																									
402	八阵图	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22769	效果2	22767	效果3几率	-1	效果3	-1																									
403	八阵图	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22770	效果2	22767	效果3几率	-1	效果3	-1																									
404	八阵图	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22771	效果2	22767	效果3几率	-1	效果3	-1																									
405	八阵图	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22772	效果2	22767	效果3几率	-1	效果3	-1																									
406	八阵图	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22773	效果2	22767	效果3几率	-1	效果3	-1																									
407	八阵图	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22774	效果2	22767	效果3几率	-1	效果3	-1																									
408	八阵图	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22775	效果2	22767	效果3几率	-1	效果3	-1																									
409	八阵图	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22776	效果2	22767	效果3几率	-1	效果3	-1																									
410	八阵图	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22777	效果2	22767	效果3几率	-1	效果3	-1																									
411	八阵图	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22778	效果2	22767	效果3几率	-1	效果3	-1																									
412	八阵图	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22779	效果2	22767	效果3几率	-1	效果3	-1																									
413	八阵图防	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22768	效果2	22767	效果3几率	20	效果3	22804																									
414	八阵图防	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22769	效果2	22767	效果3几率	22	效果3	22804																									
415	八阵图防	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22770	效果2	22767	效果3几率	24	效果3	22804																									
416	八阵图防	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22771	效果2	22767	效果3几率	26	效果3	22804																									
417	八阵图防	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22772	效果2	22767	效果3几率	28	效果3	22804																									
418	八阵图防	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22773	效果2	22767	效果3几率	30	效果3	22804																									
419	八阵图防	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22774	效果2	22767	效果3几率	32	效果3	22804																									
420	八阵图防	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22775	效果2	22767	效果3几率	34	效果3	22804																									
421	八阵图防	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22776	效果2	22767	效果3几率	36	效果3	22804																									
422	八阵图防	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22777	效果2	22767	效果3几率	38	效果3	22804																									
423	八阵图防	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22778	效果2	22767	效果3几率	40	效果3	22804																									
424	八阵图防	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22779	效果2	22767	效果3几率	42	效果3	22804																									
425	八阵图攻	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22768	效果2	22767	效果3几率	100	效果3	22780																									
426	八阵图攻	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22769	效果2	22767	效果3几率	100	效果3	22781																									
427	八阵图攻	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22770	效果2	22767	效果3几率	100	效果3	22782																									
428	八阵图攻	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22771	效果2	22767	效果3几率	100	效果3	22783																									
429	八阵图攻	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22772	效果2	22767	效果3几率	100	效果3	22784																									
430	八阵图攻	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22773	效果2	22767	效果3几率	100	效果3	22785																									
431	八阵图攻	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22774	效果2	22767	效果3几率	100	效果3	22786																									
432	八阵图攻	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22775	效果2	22767	效果3几率	100	效果3	22787																									
433	八阵图攻	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22776	效果2	22767	效果3几率	100	效果3	22788																									
434	八阵图攻	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22777	效果2	22767	效果3几率	100	效果3	22789																									
435	八阵图攻	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22778	效果2	22767	效果3几率	100	效果3	22790																									
436	八阵图攻	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1							30000	500	0	4	6						效果1	22779	效果2	22767	效果3几率	100	效果3	22791																									
437	诛仙阵	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22755	效果2	22754	效果3几率	-1	效果3	-1																									
438	诛仙阵	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22756	效果2	22754	效果3几率	-1	效果3	-1																									
439	诛仙阵	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22757	效果2	22754	效果3几率	-1	效果3	-1																									
440	诛仙阵	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22758	效果2	22754	效果3几率	-1	效果3	-1																									
441	诛仙阵	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22759	效果2	22754	效果3几率	-1	效果3	-1																									
442	诛仙阵	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22760	效果2	22754	效果3几率	-1	效果3	-1																									
443	诛仙阵	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22761	效果2	22754	效果3几率	-1	效果3	-1																									
444	诛仙阵	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22762	效果2	22754	效果3几率	-1	效果3	-1																									
445	诛仙阵	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22763	效果2	22754	效果3几率	-1	效果3	-1																									
446	诛仙阵	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22764	效果2	22754	效果3几率	-1	效果3	-1																									
447	诛仙阵	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22765	效果2	22754	效果3几率	-1	效果3	-1																									
448	诛仙阵	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22766	效果2	22754	效果3几率	-1	效果3	-1																									
449	诛仙阵防	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22755	效果2	22754	效果3几率	20	效果3	22804																									
450	诛仙阵防	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22756	效果2	22754	效果3几率	22	效果3	22804																									
451	诛仙阵防	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22757	效果2	22754	效果3几率	24	效果3	22804																									
452	诛仙阵防	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22758	效果2	22754	效果3几率	26	效果3	22804																									
453	诛仙阵防	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22759	效果2	22754	效果3几率	28	效果3	22804																									
454	诛仙阵防	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22760	效果2	22754	效果3几率	30	效果3	22804																									
455	诛仙阵防	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22761	效果2	22754	效果3几率	32	效果3	22804																									
456	诛仙阵防	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22762	效果2	22754	效果3几率	34	效果3	22804																									
457	诛仙阵防	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22763	效果2	22754	效果3几率	36	效果3	22804																									
458	诛仙阵防	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22764	效果2	22754	效果3几率	38	效果3	22804																									
459	诛仙阵防	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22765	效果2	22754	效果3几率	40	效果3	22804																									
460	诛仙阵防	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22766	效果2	22754	效果3几率	42	效果3	22804																									
461	诛仙阵攻	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22755	效果2	22780	效果3几率	100	效果3	22754																									
462	诛仙阵攻	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22756	效果2	22781	效果3几率	100	效果3	22754																									
463	诛仙阵攻	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22757	效果2	22782	效果3几率	100	效果3	22754																									
464	诛仙阵攻	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22758	效果2	22783	效果3几率	100	效果3	22754																									
465	诛仙阵攻	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22759	效果2	22784	效果3几率	100	效果3	22754																									
466	诛仙阵攻	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22760	效果2	22785	效果3几率	100	效果3	22754																									
467	诛仙阵攻	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22761	效果2	22786	效果3几率	100	效果3	22754																									
468	诛仙阵攻	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22762	效果2	22787	效果3几率	100	效果3	22754																									
469	诛仙阵攻	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22763	效果2	22788	效果3几率	100	效果3	22754																									
470	诛仙阵攻	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22764	效果2	22789	效果3几率	100	效果3	22754																									
