INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
170	34	天龙故友·二载归来	相识二载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识二载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
171	34	天龙故友·三载归来	相识三载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识三载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
172	34	天龙故友·四载归来	相识四载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识四载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
173	34	天龙故友·五载归来	相识五载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识五载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
174	34	天龙故友·六载归来	相识六载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识六载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
175	34	天龙故友·七载归来	相识七载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识七载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
176	34	天龙故友·八载归来	相识八载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识八载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
177	34	天龙故友·九载归来	相识九载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识九载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
178	34	天龙故友·十载归来	相识十载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识十载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
179	34	旷世嵩迷	音乐纯粹，爱嵩绝对。天龙江湖，有你相陪。许嵩歌迷的可爱凭证。	53	1	-1	使用爱嵩绝对礼匣后获得。	1	使用爱嵩绝对礼匣后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
180	35	年华梦里故人来	2020年新天龙八部嘉年华，等你来耍~	54	1	-1	成功使用天龙游侠锦盒或天龙豪侠锦盒后获得。	1	成功使用天龙游侠锦盒或天龙豪侠锦盒后获得。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
181	36	$N大掌柜	生意兴隆，财运亨通。九州商会，与君相逢。	26	1	-1	道具	1	通过成为九州商会店主而获得的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
182	38	$N的弟子	师徒称号。	25	1	-1	师徒称号	1	通过拜师成为其他玩家的弟子而获得的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	1000	谜之追逐者	花灯隐语活动中解谜达人的象征。	100	1	-1	花灯隐语	1	花灯隐语活动中，完成活动任务6天领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	1000	谜一样的人	花灯隐语活动中解谜专家的象征。	100	2	-1	花灯隐语	1	花灯隐语活动中，完成活动任务10天领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	1000	超越谜的人	花灯隐语活动中解谜超人的象征。	100	3	-1	花灯隐语	1	花灯隐语活动中，完成活动任务12天领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	1001	斗酒学士	才高八斗，酒气横天。	101	1	-1	千杯不醉	1	千杯不醉活动中连续饮下8杯酒后在大理（110，159）杜子腾处领取的称号奖励。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	1002	冠绝一时	高雅的品味为一时之冠。	102	1	-1	衣柜系统	1	储衣间拥有5件时装领取得到的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	1002	霞光十色	散发的魅力如同霞光一般，照耀全场。	102	2	-1	衣柜系统	1	储衣间拥有10件时装领取得到的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	1002	绫罗百纳	绸缎绫罗，锦衣百纳，高贵而不失风雅。	102	3	-1	衣柜系统	1	储衣间拥有15件时装领取得到的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	1002	锦卉千葩	如同千万朵奇花同时盛放，竞相争艳，绚丽的衣着超脱凡俗，仿若天仙下凡。	102	4	-1	衣柜系统	1	储衣间拥有15件不同类型的时装领取得到的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	1002	绮罗万华	绮罗加身，风华绝代。	102	5	-1	衣柜系统	1	储衣间拥有20件时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	1002	云绒巧纳	纤云弄巧，满目琳琅。	102	6	-1	衣柜系统	1	储衣间拥有20件不同类型的时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	1002	星缎锦绣	锦衣华服，璀璨如星。	102	7	-1	衣柜系统	1	储衣间拥有25件时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	1002	月纨华素	月仙织就，舞动清秋。	102	8	-1	衣柜系统	1	储衣间拥有25件不同类型的时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	1002	金缕流光	金缕霓裳，光华周流。	102	9	-1	衣柜系统	1	储衣间拥有30件时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
196	1002	仙袂玉裘	仙衣天成，灵玉润柔。	102	10	-1	衣柜系统	1	储衣间拥有30件不同类型的时装才能获得此称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
197	1003	天龙兄弟团	您点的侠意套餐已送达。	103	1	720	美团联动活动	1	参加新天龙八部×美团联动活动获得的专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
198	1004	天龙才子·妙手丹青	纵情水墨自奇绝，画龙点睛神韵生。	104	1	2160	奖励给长期为官方微信、微博投稿，在绘图、制图方面有突出贡献的才艺玩家。	1	奖励给长期为官方微信、微博投稿，在绘图、制图方面有突出贡献的才艺玩家。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199	1004	天龙才子·锦绣华章	书剑江湖任挥洒，笔扫千军定乾坤。	105	1	2160	奖励给长期为官方微信、微博投稿，在文章、稿件方面有突出贡献的才艺玩家。	1	奖励给长期为官方微信、微博投稿，在文章、稿件方面有突出贡献的才艺玩家。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
200	1004	天龙才子·光影霓裳	自古风流多才性，光影流变鉴天龙。	106	1	2160	奖励给长期为官方微信、微博投稿，在视频、音乐方面有突出贡献的才艺玩家。	1	奖励给长期为官方微信、微博投稿，在视频、音乐方面有突出贡献的才艺玩家。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
201	1005	江湖百晓生	为新天龙八部记者站活跃小记者特别准备。	107	1	720	小记者专属礼包专属限时称号	1	成为新天龙八部记者站活跃小记者所获得的专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
202	1006	如花似玉	貌美如花，肤似美玉，天生丽质赛闭月，温文尔雅胜沉鱼。	108	1	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
203	1006	气宇不凡	相貌、气度非凡俗所能及，所到之处无不赞美，夸奖之声不绝于耳。	109	1	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
204	1007	国色天香	翩若惊鸿，婉若游龙，荣曜秋菊，华茂春松，实为国色天香。	110	2	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
205	1007	风流倜傥	有才学而不拘礼法，仅凭一言一行，即可令众多江湖侠女为之心动。	111	2	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
206	1008	倾国倾城	北方有佳人，绝世而独立，一顾倾人城，再顾倾人国宁不知倾城与倾国，佳人难再得。	112	3	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
207	1008	玉树临风	生来气质超凡，样貌赛过潘安，动如迅雷闪电，静如玉树翩翩，引得无数女侠为之倾倒。	113	3	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
208	1009	绝世佳人	绝世风华，妙容仙姿。倾世佳人，宛若画中云仙。	132	4	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
209	1009	龙章凤姿	龙章凤彩，其质天然。掷果潘郎，又兼惊才风逸。	133	4	-1	2021年情人称号	1	情人节活动专属称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
210	1010	痴心不忘·醉世情圣	花影摇曳蝶流连，万千宠爱集一身。	189	1	-1	2021年情人称号	1	万千宠爱送花榜第一名。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
211	1010	韶华绮梦·玫瑰情人	花影摇曳蝶流连，万千宠爱集一身。	190	1	-1	2021年情人称号	1	万千宠爱收花榜第一名。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	1011	隐语者	花灯隐语活动中解谜达人的象征。	134	1	-1	花灯隐语活动中，累计完成任务3次领取的称号。	1	花灯隐语活动中，累计完成任务3次领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	1011	谐隐雕龙	花灯隐语活动中解谜专家的象征。	134	2	-1	花灯隐语活动中，累计完成任务6次领取的称号。	1	花灯隐语活动中，累计完成任务6次领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
214	1011	无文隐谜踪	花灯隐语活动中解谜超人的象征。	134	3	-1	花灯隐语活动中，累计完成任务9次领取的称号。	1	花灯隐语活动中，累计完成任务9次领取的称号。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	1012	英雄大会·盖世豪侠	英雄大会票选中独占鳌头。	135	4	2160	英雄大会票选中独占鳌头，夺得第一名。	1	英雄大会票选中夺得第1名。	0	106	9	-1	0	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	1012	英雄大会·当世名侠	英雄大会票选中成绩斐然。	135	3	2160	英雄大会票选中成绩斐然，夺得第2-3名。	1	英雄大会票选中夺得第2-3名。	0	106	8	-1	0	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	1013	陷阵营	斩敌夺阵，勇往直前的兵卒，战场中的主力。	136	1	-1	兵行四象专属称号	1	历史四象荣誉达到500点领取。	0	106	3	-1	0	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	1013	骁骑军	千里单骑，冲锋陷阵的勇者，战场中的精英。	136	2	-1	兵行四象专属称号	1	历史四象荣誉达到2000点领取。	0	106	3	-1	0	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	1013	纵横士	纵横千里，功勋卓著的将领，战场中的英才。	136	3	-1	兵行四象专属称号	1	历史四象荣誉达到5000点领取。	0	106	4	-1	0	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	1013	百胜将	百战百胜，破敌千军的大将，战场中的核心。	136	4	-1	兵行四象专属称号	1	历史四象荣誉达到20000点领取。	0	106	4	-1	0	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	1013	领军之帅	纵领千军，气盖山河的元帅，战场中的王者。	136	5	-1	兵行四象专属称号	1	历史四象荣誉达到50000点领取。	0	106	4	-1	0	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	1013	国士无双	所向披靡，傲世无双的国士，战场中的主宰。	136	6	-1	兵行四象专属称号	1	历史四象荣誉达到100000点领取。	0	106	5	-1	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	1013	天下归心	群雄敬仰、天下归心的帝王，战场中的传说。	136	7	-1	兵行四象专属称号	1	历史四象荣誉达到200000点领取。	0	106	5	-1	0	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	1012	英雄大会·四海英杰	英雄大会票选中成绩斐然。	135	2	2160	英雄大会票选中成绩斐然，夺得4-10名。	1	英雄大会票选中夺得4-10名。	0	106	7	-1	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	1012	英雄大会·一方逍遥	英雄大会票选中成绩斐然。	135	1	2160	英雄大会票选中成绩斐然，夺得11-20名。	1	英雄大会票选中夺得11-20名。	0	106	6	-1	0	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	1014	一世有你	2021年怀旧玩家见面会专属称号	137	1	-1	2021年怀旧玩家见面会专属称号	1	使用玩家伴手礼礼包后可获得。	0	106	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	1015	揽锦撷芳·入骨相思	七夕满庭芳花序榜·鸳鸯梦送花榜第一名。	138	1	-1	七夕满庭芳花序榜·鸳鸯梦送花榜第一名。	1	七夕满庭芳花序榜·鸳鸯梦送花榜第一名获得。	0	106	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	1015	念久情长·君心我心	七夕满庭芳花序榜·鸳鸯梦收花榜第一名。	139	1	-1	七夕满庭芳花序榜·鸳鸯梦收花榜第一名。	1	七夕满庭芳花序榜·鸳鸯梦收花榜第一名获得。	0	106	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	1016	愿逐月华缱绻客	七夕活动期间累计收花188朵奖励称号。	140	1	-1	七夕活动期间累计收花188朵奖励称号。	1	七夕活动期间累计收花188朵奖励称号可获得。	0	106	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230	1017	佳人影	执扇绰约佳人影，莞尔不言似梦中。	141	1	720	执扇绰约佳人影，莞尔不言似梦中。	1	2021年女神大赛中，通过照片初级认证审核后可获得。	0	106	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
231	1017	星眸顾	扇底星眸睐，一顾解相思。	142	3	-1	扇底星眸睐，一顾解相思。	1	2021年女神大赛中，通过远程视频认证，视频与照片需为同一人后可获得。	0	106	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
232	1017	万芳主	倦起缓摇扇，一笑御万芳。	143	1	-1	倦起缓摇扇，一笑御万芳。	1	2021年女神大赛中，高级赛区票数第一后可获得。	0	106	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
233	1017	佳人影	执扇绰约佳人影，莞尔不言似梦中。	141	2	2160	执扇绰约佳人影，莞尔不言似梦中。	1	2021年女神大赛中，通过照片初级认证审核后可获得。	0	106	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
234	1017	星眸顾	扇底星眸睐，一顾解相思。	142	1	1440	扇底星眸睐，一顾解相思。	1	2021年女神大赛中，通过远程视频认证，视频与照片需为同一人后可获得。	0	106	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	1017	星眸顾	扇底星眸睐，一顾解相思。	142	2	2160	扇底星眸睐，一顾解相思。	1	2021年女神大赛中，通过远程视频认证，视频与照片需为同一人后可获得。	0	106	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
236	1018	少林真传·罗汉	愿渡凡世恶，摧伏邪魔道。	144	1	-1	愿渡凡世恶，摧伏邪魔道。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
237	1018	少林真传·金刚	愿承火宅苦，慈护众生相。	144	1	-1	愿承火宅苦，慈护众生相。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
238	1018	明教真传·天罗	天罗织就罢，一念覆坤舆。	144	1	-1	天罗织就罢，一念覆坤舆。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
239	1018	明教真传·血戾	残息濒绝境，焚血戮仇雠。	144	1	-1	残息濒绝境，焚血戮仇雠。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
240	1018	丐帮真传·酒狂	醺然抬眼望，浩歌嘲斜阳。	144	1	-1	醺然抬眼望，浩歌嘲斜阳。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	1018	丐帮真传·行侠	一任义气满，行侠世无双。	144	1	-1	一任义气满，行侠世无双。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
242	1018	武当真传·凭虚	纵苇天地去，桂棹欸乃远。	144	1	-1	纵苇天地去，桂棹欸乃远。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	1018	武当真传·摘星	且摘北辰光，绿漪琼杯酿。	144	1	-1	且摘北辰光，绿漪琼杯酿。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
