INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1252	222	30	63	重甲莽盖			1	5
1253	235	49	23	场景：石林		传送	99	2
1254	235	231	169	场景：盐坑		传送	99	2
1255	235	32	38	丁波浪			2	5
1256	235	31	42	李若水			2	5
1257	235	176	194	王思嘉			2	5
1258	235	48	34	杨元			2	5
1259	235	51	42	宇文氏			2	5
1260	235	172	204	郑杨			2	5
1261	235	214	37	古里赤			1	5
1262	235	62	102	盐湖鳄鱼			1	5
1263	235	97	35	盐湖熊			1	5
1264	235	56	156	挖盐苦工			1	5
1265	235	150	125	挖盐木人			1	5
1266	235	66	199	偃师监工			1	5
1267	235	199	188	偃师守卫			1	5
1268	237	100	98	场景：盐湖		传送	99	2
1269	237	80	85	盐湖熊			1	5
1270	237	91	71	盐湖鳄鱼			1	5
1271	237	29	79	挖盐苦工			1	5
1272	237	64	55	挖盐木人			1	5
1273	237	89	36	偃师监工			1	5
1274	237	39	40	偃师守卫			1	5
1275	242	33	130	场景：敦煌		传送	99	2
1276	242	159	287	场景：嵩山		传送	99	2
1277	242	286	129	场景：雁南		传送	99	2
1278	242	59	83	阿紫	剧情任务		7	5
1279	242	160	134	周天师	桃李天下	任务	7	5
1280	242	234	140	吴此仁	八方来客	任务	7	5
1281	242	118	184	立繁	昊玉女侠	任务	7	5
1282	242	252	62	卜悔琪		任务	7	5
1283	242	113	75	巴天石			7	5
1284	242	175	104	邱碧特	爱神	爱神	7	5
1285	242	136	164	白萌生	药店老板	卖药	6	3
1286	242	136	169	白颖明	药理学大师	药理	5	4
1287	242	133	164	白颖中	药店老板	卖药	6	3
1288	242	253	111	宝珠			7	5
1289	242	122	74	北条忠胜			7	5
1290	242	90	208	毕昇			7	5
1291	242	158	32	蔡卞	帮会同盟	同盟	5	4
1292	242	125	97	蔡丙臣			7	5
1293	242	126	96	蔡京			7	5
1294	242	144	68	陈夫之	结拜称号	结拜	5	4
1295	242	238	152	陈寿庭			7	5
1296	242	83	149	陈先生	钱庄账房	钱庄	5	4
1297	242	172	90	陈永仁	领取双倍经验	领双	5	4
1298	242	98	205	程安			7	5
1299	242	88	205	程颢			7	5
1300	242	85	208	程颐			7	5
1301	242	83	155	褚先生	钱庄账房	钱庄	5	4
1302	242	220	200	春儿			7	5
1303	242	230	176	单正			7	5
1304	242	177	176	董昌	首饰店伙计	首饰	6	3
1305	242	158	181	冬冬	金币元宝寄售	寄售	5	4
1306	242	255	134	窦梧桐	江湖游医	恢复	5	4
1307	242	140	95	范纯仁	帮会管理	帮会	5	2
1308	242	138	140	范统	酒店老板	食物	6	3
1309	242	142	113	范移城	改名服务使	改名	5	4
1310	242	209	152	风胡子	武器装备宗师	强化	5	4
1311	242	87	155	冯先生	钱庄账房	钱庄	5	4
1312	242	155	174	冯铸铁	材料加工大师	加工	5	4
1313	242	193	172	符敏之	裁缝大师	裁缝	5	4
1314	242	84	116	盖千鸣			7	5
1315	242	198	58	高俅			7	5
1316	242	110	162	龚彩丽	暗金宝箱兑换使者	兑换	5	4
1317	242	268	46	关汉寿	删除角色	删号	5	4
1318	242	162	237	关胜			7	5
1319	242	175	64	郭天信			7	5
1320	242	161	244	韩银叶	江湖游医	恢复	5	4
1321	242	248	129	何灵芝	染发师傅	染发	5	4
1322	242	95	152	何生财	材料商人	材料	6	3
1323	242	255	106	何生富	材料商人	材料	6	3
1324	242	113	63	赫连铁树			7	5
1325	242	46	61	花仙			7	5
1326	242	232	181	怀丙			7	5
1327	242	81	117	贾威信			7	5
1328	242	179	177	贾作珍	首饰店掌柜	首饰	6	3
1329	242	127	154	姜鲤	酒店老板	食物	6	3
1330	242	207	184	姜渔	钓鱼技能训练	钓鱼	5	4
1331	242	205	172	金六爷	钱庄接应使	钱庄	5	2
1332	242	109	73	金左焕			7	5
1333	242	230	215	康敏			7	5
1334	242	65	134	柯柏仁	江湖游医	恢复	5	4
1335	242	265	44	孔宗渊	删除任务道具	删物	5	4
1336	242	63	147	郎夫人	珠宝商人	宝石	6	3
1337	242	256	139	雷横			7	5
1338	242	134	152	李大嘴	烹饪大师	烹饪	5	4
1339	242	249	111	李妈妈			7	5
1340	242	253	112	李师师			7	5
1341	242	212	156	林金龙	武器店伙计	武器	6	3
1342	242	157	35	刘光世			7	5
1343	242	150	90	刘健明	领取双倍经验	领双	5	4
1344	242	219	262	刘亦农	种植学大师	种植	5	4
1345	242	199	57	柳复生			7	5
1346	242	100	170	龙霸天	恢复气血	恢复	5	4
1347	242	60	146	龙三少	工艺技能大师	工艺	5	4
1348	242	109	210	吕惠卿			7	5
1349	242	112	64	努儿海			7	5
1350	242	174	33	裴宣			7	5
1351	242	177	184	彭怀玉	宝石工匠	宝石	5	4
1352	242	112	72	朴明善			7	5
1353	242	132	154	蔷薇	养生学大师	养生	5	4
1354	242	230	156	乔复盛	九州商会老板	商店	6	3
1355	242	225	152	乔清盛			7	5
1356	242	175	115	乔致广	洛阳商人	跑商	6	3
1357	242	136	185	邱行洛	捎口信任务	送信	7	5
1358	242	128	98	裘兴			7	5
1359	242	254	146	芮福祥	杂货店掌柜	杂货	6	3
1360	242	208	213	书僮			7	5
1361	242	207	212	司马光	英雄任务		7	5
1362	242	162	34	苏辙			7	5
1363	242	180	213	谭公			7	5
1364	242	179	212	谭婆			7	5
1365	242	180	185	陶得宝	服饰店伙计	服饰	6	3
1366	242	121	73	藤原佐为			7	5
1367	242	136	180	田骁鸣	购买新手骑乘	骑乘	6	3
1368	242	159	181	汀汀	金币元宝寄售	寄售	5	4
1369	242	204	57	童贯	蹴鞠大赛廉访使	蹴鞠	5	2
1370	242	230	129	汪旱	九州商会传送人	传送	5	1
1371	242	120	196	车传义	驿站老板	传送	5	1
1372	242	213	160	王德富	铸剑师傅	铸造	5	4
1373	242	210	154	王德贵	兵器店大当家	武器	6	3
1374	242	271	88	王积薪	棋局接引人	棋局	5	4
1375	242	212	151	薛铜锤	采矿技能大师	采矿	5	4
1376	242	250	106	卫先生	钱庄账房	钱庄	5	4
1377	242	139	182	吴德昌	驿站老板	传送	5	1
1378	242	89	111	伍丁	易容奇货商人	易容	6	3
1379	242	120	63	武田信昌			7	5
1380	242	177	94	喜来乐	结婚巡游管理人	婚庆	5	4
1381	242	155	107	夏侯仁	嵩山封禅台	竞技	5	2
1382	242	262	53	周然	战场传送人	征讨	5	2
1383	242	280	141	崔苇	战场变身恢复人	变身	5	2
1384	242	110	52	萧奉先			7	5
1385	242	210	201	徐惊雷			7	5
1386	242	120	169	严百草	采药技能大师	采药	5	4
1387	242	252	130	颜如玉	整容师傅	整容	5	4
1388	242	112	202	燕青	暗器大师	暗器	5	4
1389	242	250	129	燕如雪	绾发师傅	绾发	5	4
1390	242	107	203	杨时			7	5
1391	242	79	152	杨熙平			7	5
1392	242	234	69	杨铮			7	5
1393	242	118	62	耶律大石			7	5
1394	242	77	54	业凡			7	5
1395	242	75	70	业空			7	5
1396	242	106	200	游酢			7	5
1397	242	57	82	游坦之			7	5
1398	242	160	101	于九莲	嵩山封禅台	竞技	5	4
1399	242	47	62	月老	结婚申请	结婚	5	4
1400	242	182	155	云涵儿	玄武岛传送人	玄武	5	2
1401	242	182	157	云渺渺	虫鸟坊坊主	珍兽	6	3
1402	242	172	141	云清清	珍兽用品商人	珍兽	6	3
1403	242	67	126	张伯智			7	5
1404	242	200	61	张浚			7	5
1405	242	137	164	张明景	制药大师	制药	5	4
1406	242	200	103	章惇	兑换平贼称号	平贼	5	4
1407	242	150	114	赵半水	春节晚会点播	春晚	5	4
1408	242	228	175	赵明诚	洛阳漕运使	漕运	5	4
1409	242	86	89	赵钱孙			7	5
1410	242	182	183	甄唯思	服饰店掌柜	服饰	6	3
1411	242	77	72	智光大师			7	5
1412	242	79	52	智清大师			7	5
1413	242	245	96	周邦彦			7	5
1414	242	63	131	朱仝			7	5
1415	242	194	180	诸葛孔亮			7	5
1416	242	112	51	宗喀班			7	5
1417	242	120	54	宗喀达			7	5
1418	242	121	55	宗赞			7	5
1419	242	144	116	郭宝全	安全宣传	安全	5	3
1420	242	246	129	伊天彩	时尚大师	时装	5	3
1421	242	220	170	张降龙	雕纹大师	雕纹	5	3
1422	242	245	130	伊桂	时尚之家	衣柜	5	3
1423	244	20	237	传送：高昌		传送	99	2
1424	244	26	103	传送：火焰谷		传送	99	2
1425	244	223	24	哈图斯	敦煌	传送	2	2
1426	244	100	86	白映中	药店老板	药店	2	5
1427	244	228	39	彦世均	火抗医生	火抗	2	5
1428	244	107	102	阿克			2	5
1429	244	106	101	丹妮			2	5
1430	244	38	129	和卓			2	5
1431	244	144	140	洛斯			2	5
1432	244	166	110	麦雅			2	5
1433	244	63	117	邱水			2	5
1434	244	163	102	牛艾尔			2	5
1435	244	228	41	宋之问			2	5
1436	244	212	108	北方盗贼			1	5
1437	244	221	209	北方强盗			1	5
1438	244	223	69	荒原蝎			1	5
1439	244	86	215	铁翼牛			1	5
1440	244	69	51	图布	马匪头领		1	5
1441	244	38	53	西域马匪			1	5
1442	244	122	172	翼牛			1	5
1443	245	229	221	传送：火焰山		传送	99	2
1444	245	72	144	传送：迷宫		传送	99	2
1445	245	22	37	传送：楼兰		传送	99	2
1446	245	41	28	张威			2	5
1447	245	104	156	艾莫尔			2	5
1448	245	106	155	艾苏尔			2	5
1449	245	37	50	波西密			2	5
1450	245	104	155	米提亚			2	5
1451	245	148	114	庞特沁			2	5
1452	245	51	38	乔清风			2	5
1453	245	160	59	岳飞影			2	5
1454	245	43	28	张赛			2	5
1455	245	214	158	废墟恐蝎			1	5
1456	245	181	54	骷髅兵			1	5
1457	245	62	62	西域劫匪			1	5
1458	245	28	106	西域窃贼			1	5
1459	245	213	114	西域萨满			1	5
1460	245	28	214	西域巫医			1	5
1461	246	21	143	场景：大宛		传送	99	2
1462	246	298	142	场景：高昌		传送	99	2
1463	246	160	307	场景：塔里木		传送	99	2
1464	246	22	44	阿提婕	剧情任务		7	5
1465	246	233	49	艾尔迪克	材料商人	材料	6	3
1466	246	285	130	艾尼瓦尔	驿站老板	传送	5	1
1467	246	297	88	车传平	驿站老板	传送	5	1
1468	246	217	230	安托奥	武器店伙计	武器	6	3
1469	246	296	215	鲍三娘	剧情任务	峨眉	7	5
1470	246	295	238	本慈	剧情任务	天龙	7	5
1471	246	37	194	波尔	药店老板	卖药	6	3
1472	246	220	229	程咬铁	武器店老板	武器	6	3
1473	246	217	235	周十三	高级装备修理师	修理	5	4
1474	246	25	143	杜不藤	江湖游医	恢复	5	4
1475	246	162	285	杜黄藤	江湖游医	恢复	5	4
1476	246	294	143	杜青藤	江湖游医	恢复	5	4
1477	246	211	176	高阳	酒店掌柜	食物	6	3
1478	246	154	121	格鲁尔	领取双倍经验	领双	5	4
1479	246	191	119	龚彩婷	活动奖励使者	活动	5	4
1480	246	34	131	古丽	绾发师傅	绾发	5	4
1481	246	291	49	关索	剧情任务	逍遥	7	5
1482	246	292	222	红柳	剧情任务	天山	7	5
1483	246	117	34	红柳妹妹			7	5
1484	246	301	22	慧元	剧情任务	少林	7	5
1485	246	30	131	加岚	染发师傅	染发	5	4
1486	246	213	118	康斯坦丁	钱庄老板	钱庄	5	4
1487	246	279	198	克里木	宝石工匠	宝石	6	3
1488	246	30	187	兰斯洛特	制药大师	制药	5	4
1489	246	279	22	乐达道人	剧情任务	武当	7	5
1490	246	46	60	李昭郁	剧情任务		7	5
1491	246	213	172	马兰	烹饪大师	烹饪	5	4
1492	246	219	119	茅伙计	钱庄伙计	钱庄	5	4
1493	246	218	240	莫花尔彻	铸剑大师	铸造	5	4
1494	246	91	162	纳尔斯丁	工艺大师	工艺	5	4
1495	246	51	53	尼若牟	剧情任务		7	5
1496	246	28	22	帕维奇	剧情任务		7	5
1497	246	219	122	庞伙计	钱庄伙计	钱庄	5	4
1498	246	134	118	钱宏宙	冰魄神针	冰针	7	3
1499	246	47	23	芮娜	剧情任务		7	5
1500	246	61	129	萨拉	杂货商人	杂货	6	3
1501	246	283	131	马骁鸣	骆驼商人	骑乘	6	3
1502	246	193	224	程青霜	缥缈峰传送使	传送	5	1
1503	246	187	225	史嫂	配方商人	配方	6	3
1504	246	190	224	于婆	配方商人	配方	6	3
1505	246	34	194	莎伊莲	采药大师	采药	5	4
1506	246	203	33	沈婵娟	卖花姑娘	花店	6	3
1507	246	207	122	宋伙计	钱庄伙计	钱庄	5	4
1508	246	207	119	谈伙计	钱庄伙计	钱庄	5	4
1509	246	217	233	童金锤	采矿大师	采矿	5	4
1510	246	262	33	乌明沁	剧情任务		7	5
1511	246	300	49	许小象	剧情任务	丐帮	7	5
1512	246	280	49	杨沂中	剧情任务	星宿	7	5
1513	246	298	246	耶律杰绍	剧情任务		7	5
1514	246	90	92	叶航	钓鱼技能	钓鱼	5	4
1515	246	32	131	依莎	整容师傅	整容	5	4
1516	246	250	184	旖梦	缝纫大师	裁缝	5	4
1517	246	256	184	岳婉婉	服装店老板	服饰	6	3
1518	246	109	121	云兮兮	虫鸟坊坊主	珍兽	6	3
1519	246	227	162	张婵婵	首饰店老板	首饰	6	3
1520	246	73	248	张亦耕	种植学大师	种植	5	4
1521	246	21	30	赵穆	剧情任务		7	5
1522	246	23	61	朱文元	剧情任务	明教	7	5
1523	246	217	130	祝三思	当铺材料商人	材料	6	3
1524	246	287	238	宗喀布	剧情任务		7	5
1525	246	162	75	金久灵	寻宝校尉	寻宝	5	3
1526	246	295	68	何悦	楼兰连环副本	连环	5	4
1527	246	122	56	刘盾	楼兰连环副本	连环	5	4
1528	247	30	22	传送：楼兰		传送	99	2
1529	247	236	222	传送：昆仑山		传送	99	2
1530	247	104	215	传送：塔克		传送	99	2
1531	247	28	26	兰德			2	2
1532	247	20	31	阿尔金			2	5
1533	247	35	195	李柏			2	5
1534	247	30	43	罗莎			2	5
1535	247	32	42	缇娜			2	5
1536	247	40	31	西亚鲁			2	5
1537	247	30	198	张凭初			2	5
1538	247	18	179	卓贝尔			2	5
1539	247	115	38	食腐鸟			1	5
1540	247	121	98	沙尘			1	5
1541	247	77	128	沙漠野人			1	5
1542	247	142	147	沙漠鬣狗			1	5
1543	247	202	46	沙漠战士			1	5
1544	247	80	223	沙漠巫师			1	5
1545	251	68	23	传送：火焰山		传送	99	2
1546	251	39	94	北方盗贼			1	5
1547	251	50	82	北方强盗			1	5
1548	251	82	81	翼牛			1	5
1549	251	89	78	铁翼牛			1	5
1550	251	96	45	荒原蝎			1	5
1551	251	78	42	西域马匪			1	5
1552	252	105	105	传送：高昌		传送	99	2
1553	252	73	91	废墟恐蝎			1	5
1554	252	35	59	骷髅兵			1	5
1555	252	55	90	西域巫医			1	5
1556	252	50	46	西域萨满			1	5
1557	252	72	42	西域窃贼			1	5
1558	252	93	31	西域劫匪			1	5
1559	253	34	18	传送：塔里木		传送	99	2
1560	253	101	32	食腐鸟			1	5
1561	253	26	104	沙尘			1	5
1562	253	39	48	沙漠野人			1	5
1563	253	57	33	沙漠鬣狗			1	5
1564	253	101	78	沙漠战士			1	5
1565	253	84	98	沙漠巫师			1	5
1566	249	195	235	场景：楼兰		传送	99	2
1567	249	47	21	场景：撒马		传送	99	2
1568	249	20	210	场景：汗血岭		传送	99	2
1569	249	124	215	林曾			2	5
1570	249	154	210	兰索安			2	5
1571	249	232	128	苏茂			2	5
1572	249	222	135	张凭威			2	5
1573	249	123	58	辽国萨满			1	5
1574	249	212	73	耶律延			1	5
1575	249	170	186	马场守卫			1	5
1576	249	184	132	驯马师			1	5
1577	249	32	146	大宛马			1	5
1578	249	87	38	辽国战士			1	5
1579	255	96	87	场景：大宛		传送	99	2
1580	255	82	91	辽国战士			1	5
1581	255	82	56	驯马师			1	5
1582	255	51	94	辽国萨满			1	5
1583	255	40	68	大宛马			1	5
1584	255	33	41	马场守卫			1	5
1585	260	138	147	玉龙	任务NPC		7	5
1586	260	138	153	哈巴	配方出售商人	配方	6	3
1587	260	202	211	徐霞客	驿站：主城传送	传送	99	2
1588	260	65	167	金沙	任务NPC		7	5
1589	260	65	164	沧澜	任务NPC		7	5
1590	260	171	46	熊剑	武器店老板，装备鉴定	鉴定	5	4
1591	260	171	40	马麟	武器店伙计	武器	6	3
1592	260	89	165	宇文晏	采矿技能大师	采矿	5	4
1593	260	92	162	唐鸣	铸剑大师	铸造	5	4
1594	260	200	258	陈聚财	钱庄老板	钱庄	5	4
1595	260	200	253	刘伙计	钱庄伙计	钱庄	5	4
1596	260	200	263	陆伙计	钱庄伙计	钱庄	5	4
1597	260	200	248	陈墨	当铺材料商人	材料	6	3
1598	260	109	126	云芊芊	虫鸟坊坊主	珍兽	6	3
1599	260	193	128	鲍余	酒店掌柜	酒店	6	5
1600	260	192	144	郝蔡	烹饪大师	烹饪	5	4
1601	260	190	147	魏晾	采药大师	采药	5	4
1602	260	190	150	蒋明轩	制药大师	制药	5	4
1603	260	105	94	白草	药店老板	药店	6	3
1604	260	89	129	朱宝桂	首饰店老板	首饰	6	3
1605	260	81	124	班妮露	服装店老板	服装	6	3
1606	260	134	85	荆嵌实	宝石工匠	宝石	5	4
1607	260	147	119	高笑	领双	领双	5	4
1608	260	124	185	胡丛立	材料商人	材料	6	3
1609	260	158	117	温柳	杂货商人	杂货	6	3
1610	260	216	154	孙仿庄	钓鱼技能训练	钓鱼	5	4
1611	260	76	125	乔寿	缝纫大师	缝纫	5	4
1612	260	131	198	景宫逸	工艺技能大师	工艺	5	4
1613	260	282	278	张亦田	农业大师	农业	5	4
1614	260	154	130	王潇	竞技场	竞技	5	4
1615	260	25	288	李铭洋	传送（传送到苍山）	传送	99	2
1616	260	168	301	木泽	剧情任务		7	5
1617	260	172	300	木华	剧情任务		7	5
1618	260	176	301	木允	剧情任务		7	5
1619	260	161	220	露佑	剧情任务		7	5
1620	260	244	116	张泽谷	剧情任务		7	5
1621	260	141	73	余华平	剧情任务		7	5
1622	260	102	158	杨鸿若	剧情任务		7	5
1623	260	176	199	李逍	剧情任务		7	5
1624	260	176	201	李遥	剧情任务		7	5
1625	260	259	90	赵欣黎	剧情任务		7	5
1626	260	85	74	程小云	剧情任务		7	5
1627	260	86	73	钱小江	剧情任务		7	5
1628	260	84	76	丁小琳	剧情任务		7	5
1629	260	180	113	姜蓬城	剧情任务		7	5
1630	260	182	113	王漠寒	剧情任务		7	5
1631	260	242	153	绿柳哥哥	剧情任务		7	5
1632	260	150	152	李野	传送至凤凰古城	传送	99	2
1633	262	226	237	场景：剑阁		传送	99	2
1634	262	25	40	场景：地宫二		传送	99	2
1635	262	173	112	俭定	鉴定	鉴定	2	3
1636	262	229	199	高昇泰	任务NPC		2	3
1637	262	231	141	陈长老	任务NPC		2	3
1638	262	204	153	墓穴甲虫			1	5
1639	262	160	142	盗墓贼 			1	5
1640	262	109	179	地宫工匠			1	5
1641	262	57	208	幽禁守卫			1	5
1642	263	235	225	场景：地宫一		传送	99	2
1643	263	96	164	场景：地宫三		传送	99	2
1644	263	211	218	李昂辰	任务NPC		2	5
1645	263	171	230	灰袍老者	任务NPC		2	5
1646	263	50	216	秦皇精兵俑			1	5
1647	263	55	129	机关石人			1	5
1648	263	37	78	地宫幽灵			1	5
1649	263	168	155	幽灵祭祀			1	5
1650	264	237	216	场景：地宫二		传送	99	2
1651	264	213	182	秦将护卫			1	5
1652	264	41	87	秦将侍卫 			1	5
1653	264	219	94	机关守卫			1	5
1654	264	130	84	秦皇之魄			1	5
1655	264	132	33	场景：地宫四		传送	99	2
1656	292	25	31	场景：地宫三		传送	99	2
1657	292	45	35	禁卫都统	诏令任务颁布	诏令	2	3
1658	292	73	134	秦陵蝙蝠			1	5
1659	292	197	190	秦陵御卫			1	5
1660	292	76	202	秦陵葬妃			1	5
1661	292	64	202	帝后			1	5
1662	182	96	158	场景：少林寺		传送	99	2
1663	182	96	110	木人喽罗			1	5
1664	182	96	80	木人精英			1	5
1665	182	40	98	木人武士			1	5
1666	184	98	159	场景：光明殿		传送	99	2
1667	184	98	124	密探先锋			1	5
1668	184	98	90	青旗探马			1	5
1669	184	98	72	蓝旗探马			1	5
1670	183	91	159	场景：丐帮		传送	99	2
1671	183	92	140	复仇恶猴			1	5
1672	183	44	114	强壮恶猴			1	5
1673	183	92	110	精壮恶猴			1	5
1674	185	95	192	场景：武当山		传送	99	2
1675	185	86	170	妖异心魔			1	5
1676	185	76	130	破嗔心魔			1	5
1677	185	46	58	杀欲心魔			1	5
1678	188	89	146	场景：峨嵋山		传送	99	2
1679	188	142	102	峨嵋白眉恶猿			1	5
1680	188	96	86	峨嵋利爪恶猿			1	5
1681	188	38	46	峨嵋凶猱			1	5
1682	189	96	142	场景：星宿海		传送	99	2
1683	189	96	126	木王蜘蛛			1	5
1684	189	118	112	水王蜘蛛			1	5
1685	189	96	86	火王蜘蛛			1	5
1686	186	96	142	场景：天龙寺		传送	99	2
1687	186	96	120	灭妖傀儡			1	5
1688	186	96	90	诛仙傀儡			1	5
1689	186	54	72	弑神傀儡			1	5
1690	190	95	148	场景：天山		传送	99	2
1691	190	96	110	天山小雪怪			1	5
1692	190	96	86	天山大雪怪			1	5
1693	190	96	50	天山雪怪王			1	5
1694	187	44	129	场景：凌波洞		传送	99	2
1695	187	52	72	腐体傀儡			1	5
1696	187	120	140	蚀心傀儡			1	5
1697	187	146	58	化魄傀儡			1	5
1698	238	32	12	胡小仙		传送	2	1
1699	238	32	45	罗青云	领取双倍经验	领双	2	4
1700	239	32	12	胡小仙		传送	2	1
1701	239	32	45	罗青云	领取双倍经验	领双	2	4
1702	240	32	12	胡小仙		传送	2	1
1703	240	32	45	罗青云	领取双倍经验	领双	2	4
1704	241	32	12	胡小仙		传送	2	1
1705	241	32	45	罗青云	领取双倍经验	领双	2	4
1706	271	32	12	剑韬	传送至洛阳	传送	2	2
1707	164	88	40	场景：西湖		传送	99	2
1708	164	79	45	凌振	轰天雷		2	3
1709	164	271	175	晁端礼			2	3
1710	164	270	187	朱敦儒			2	3
1711	164	275	183	李光			2	3
1712	164	277	187	黄庭坚			2	3
1713	164	280	183	苏轼			2	3
1714	164	279	182	朝云			2	3
1715	164	231	118	桃夭夭	桃花阵	布阵	2	2
1716	254	96	32	场景：昆仑山		传送	99	2
1717	254	28	24	仙鹿			1	3
1718	254	61	44	灵鹤			1	3
1719	254	82	82	开明兽			1	3
1720	254	59	102	小道童			1	3
1721	254	72	103	彩云仙			1	3
1722	254	39	76	灵剑士			1	3
1723	248	109	15	场景：塔里木		传送	99	2
1724	248	21	231	场景：福地		传送	99	2
1725	248	82	31	仙鹿			1	3
1726	248	201	28	灵鹤			1	3
1727	248	210	85	开明兽			1	3
1728	248	94	127	小道童			1	3
1729	248	133	195	彩云仙			1	3
1730	248	45	201	灵剑士			1	3
1731	248	25	32	卡达尔			2	3
1732	248	162	163	玉虚道长			2	3
1733	248	121	20	玉仙子			2	3
1734	248	34	23	锦瑟			2	3
1735	248	36	23	锦元			2	3
1736	248	212	154	青松			2	3
1737	248	230	153	牛老根			2	3
1738	248	222	158	阎中贺			2	3
1739	273	82	80	场景：大理		传送	99	2
1740	273	8	61	场景：大理		传送	99	2
1741	273	73	79	付劫生	除恶务尽	除恶	5	2
1742	273	10	53	付劫生	除恶务尽	除恶	5	2
1743	274	82	80	场景：大理		传送	99	2
1744	274	8	61	场景：大理		传送	99	2
1745	274	73	79	付劫生	除恶务尽	除恶	5	2
1746	274	10	53	付劫生	除恶务尽	除恶	5	2
1747	275	82	80	场景：大理		传送	99	2
1748	275	8	61	场景：大理		传送	99	2
1749	275	73	79	付劫生	除恶务尽	除恶	5	2
1750	275	10	53	付劫生	除恶务尽	除恶	5	2
1751	276	82	80	场景：大理		传送	99	2
1752	276	8	61	场景：大理		传送	99	2
1753	276	73	79	付劫生	除恶务尽	除恶	5	2
1754	276	10	53	付劫生	除恶务尽	除恶	5	2
1755	277	82	80	场景：大理		传送	99	2
1756	277	8	61	场景：大理		传送	99	2
1757	277	73	79	付劫生	除恶务尽	除恶	5	2
1758	277	10	53	付劫生	除恶务尽	除恶	5	2
1759	278	82	80	场景：大理		传送	99	2
1760	278	8	61	场景：大理		传送	99	2
1761	278	73	79	付劫生	除恶务尽	除恶	5	2
1762	278	10	53	付劫生	除恶务尽	除恶	5	2
1763	279	82	80	场景：大理		传送	99	2
1764	279	8	61	场景：大理		传送	99	2
1765	279	73	79	付劫生	除恶务尽	除恶	5	2
1766	279	10	53	付劫生	除恶务尽	除恶	5	2
1767	280	67	40	王大恭	据点一传送人	传送	2	2
1768	280	244	26	郑二喜	据点二传送人	传送	2	2
1769	280	280	61	吴三发	据点三传送人	传送	2	2
1770	280	297	252	周四财	据点四传送人	传送	2	2
1771	280	255	296	李无红	据点五传送人	传送	2	2
1772	280	67	286	孙六宝	据点六传送人	传送	2	2
1773	280	32	248	钱七拿	据点七传送人	传送	2	2
1774	280	35	53	赵八来	据点八传送人	传送	2	2
1775	280	72	28	炎莫凶	据点一医师	恢复	2	3
1776	280	253	22	炎莫骄	据点二医师	恢复	2	3
1777	280	293	70	炎莫恼	据点三医师	恢复	2	3
1778	280	291	259	炎莫杰	据点四医师	恢复	2	3
1779	280	259	287	炎关旗	据点五医师	恢复	2	3
1780	280	65	297	炎厚岩	据点六医师	恢复	2	3
1781	280	23	253	炎而中	据点七医师	恢复	2	3
1782	280	43	60	炎长卫	据点八医师	恢复	2	3
1783	280	62	31	袁大爷	据点一商人	商人	2	4
1784	280	259	28	齐二爷	据点二商人	商人	2	4
1785	280	285	57	魏三爷	据点三商人	商人	2	4
1786	280	286	249	刘四爷	据点四商人	商人	2	4
1787	280	265	291	朱五爷	据点五商人	商人	2	4
1788	280	57	290	王六爷	据点六商人	商人	2	4
1789	280	34	254	吴七爷	据点七商人	商人	2	4
1790	280	26	60	张八爷	据点八商人	商人	2	4
1791	282	280	45	场景：龙泉		传送	99	1
1792	282	103	303	场景：梅岭		传送	99	1
1793	282	283	293	场景：清源洞		传送	99	1
1794	282	251	63	顾宏祖		任务	2	2
1795	282	146	39	华梅			2	2
1796	282	151	60	刘渣礼			2	2
1797	282	137	43	杨安			2	3
1798	282	189	41	李鹭			2	2
1799	282	248	146	李鹍			2	3
1800	282	247	145	华婶			2	3
1801	282	261	170	韩森			2	3
1802	282	260	169	白铁流 			2	3
1803	282	271	145	迎客毛贼			1	5
1804	282	17	274	锦衣乞丐			1	5
1805	282	150	260	花酒和尚			1	5
1806	282	166	295	魏迁			1	4
1807	282	266	185	黑猿			1	5
1808	282	56	198	巨蝎			1	5
1809	282	170	231	妖邪蜘蛛			1	5
1810	282	232	232	蟾蜍怪			1	5
1811	283	42	228	场景：清源		传送	99	1
1812	283	78	96	锦衣乞丐			1	3
1813	283	61	69	花酒和尚			1	3
1814	283	199	69	文武状元			1	3
1815	283	141	226	赖千岛	山贼王	山贼王	1	2
1816	250	42	231	场景：大宛		传送	99	2
1817	250	72	30	场景：圣火宫		传送	99	2
1818	250	55	211	哈德克			2	3
1819	250	78	225	红嫱			2	3
1820	250	76	188	帕勒克			2	3
1821	250	75	59	迪达拉			2	3
1822	250	205	45	青云道长			2	3
1823	250	194	161	摩罗尼			2	3
1824	250	97	78	木杨			2	3
1825	250	75	201	兰朵			2	3
1826	250	112	42	拜火使者			1	3
1827	250	204	86	火精灵			1	3
1828	250	65	111	火焰武士			1	3
1829	250	197	174	拜火祭司			1	3
1830	250	195	44	三头犬			1	3
1831	250	95	148	沁水驮兽			1	3
1832	256	24	106	场景：撒马		传送	99	2
1833	256	52	95	拜火使者			1	3
1834	256	27	38	火精灵			1	3
1835	256	77	78	火焰武士			1	3
1836	256	81	48	拜火祭司			1	3
1837	256	102	85	三头犬			1	3
1838	256	51	59	沁水驮兽			1	3
1839	289	69	123	探秘飞贼			1	5
1840	289	54	60	寻书飞贼			1	5
1841	289	160	90	搜宝飞贼			1	5
