INT	STRING	STRING
12169	XYJ_KFS_SKILL_c5	#c009933冰封万里（5级）#r#ccccccc冰攻击增加3280点，对目标及目标周围最多3个目标造成伤害
12170	XYJ_KFS_SKILL_c6	#c009933冰封万里（6级）#r#ccccccc冰攻击增加3567点，对目标及目标周围最多3个目标造成伤害
12171	XYJ_KFS_SKILL_c7	#c009933冰封万里（7级）#r#ccccccc冰攻击增加3980点，对目标及目标周围最多3个目标造成伤害
12172	XYJ_KFS_SKILL_c8	#c009933冰封万里（8级）#r#ccccccc冰攻击增加4780点，对目标及目标周围最多3个目标造成伤害
12173	XYJ_KFS_SKILL_d1	#c009933天火燎原（1级）#r#ccccccc火攻击增加528点，对目标及目标周围最多3个目标造成伤害
12174	XYJ_KFS_SKILL_d2	#c009933天火燎原（2级）#r#ccccccc火攻击增加715点，对目标及目标周围最多3个目标造成伤害
12175	XYJ_KFS_SKILL_d3	#c009933天火燎原（3级）#r#ccccccc火攻击增加1003点，对目标及目标周围最多3个目标造成伤害
12176	XYJ_KFS_SKILL_d4	#c009933天火燎原（4级）#r#ccccccc火攻击增加2092点，对目标及目标周围最多3个目标造成伤害
12177	XYJ_KFS_SKILL_d5	#c009933天火燎原（5级）#r#ccccccc火攻击增加3280点，对目标及目标周围最多3个目标造成伤害
12178	XYJ_KFS_SKILL_d6	#c009933天火燎原（6级）#r#ccccccc火攻击增加3567点，对目标及目标周围最多3个目标造成伤害
12179	XYJ_KFS_SKILL_d7	#c009933天火燎原（7级）#r#ccccccc火攻击增加3980点，对目标及目标周围最多3个目标造成伤害
12180	XYJ_KFS_SKILL_d8	#c009933天火燎原（8级）#r#ccccccc火攻击增加4780点，对目标及目标周围最多3个目标造成伤害
12181	XYJ_KFS_SKILL_e1	#c009933狂雷天降（1级）#r#ccccccc玄攻击增加528点，对目标及目标周围最多3个目标造成伤害
12182	XYJ_KFS_SKILL_e2	#c009933狂雷天降（2级）#r#ccccccc玄攻击增加715点，对目标及目标周围最多3个目标造成伤害
12183	XYJ_KFS_SKILL_e3	#c009933狂雷天降（3级）#r#ccccccc玄攻击增加1003点，对目标及目标周围最多3个目标造成伤害
12184	XYJ_KFS_SKILL_e4	#c009933狂雷天降（4级）#r#ccccccc玄攻击增加2092点，对目标及目标周围最多3个目标造成伤害
12185	XYJ_KFS_SKILL_e5	#c009933狂雷天降（5级）#r#ccccccc玄攻击增加3280点，对目标及目标周围最多3个目标造成伤害
12186	XYJ_KFS_SKILL_e6	#c009933狂雷天降（6级）#r#ccccccc玄攻击增加3567点，对目标及目标周围最多3个目标造成伤害
12187	XYJ_KFS_SKILL_e7	#c009933狂雷天降（7级）#r#ccccccc玄攻击增加3980点，对目标及目标周围最多3个目标造成伤害
12188	XYJ_KFS_SKILL_e8	#c009933狂雷天降（8级）#r#ccccccc玄攻击增加4780点，对目标及目标周围最多3个目标造成伤害
12189	XYJ_KFS_SKILL_f1	#c009933剧毒瘟疫（1级）#r#ccccccc毒攻击增加528点，对目标及目标周围最多3个目标造成伤害
12190	XYJ_KFS_SKILL_f2	#c009933剧毒瘟疫（2级）#r#ccccccc毒攻击增加715点，对目标及目标周围最多3个目标造成伤害
12191	XYJ_KFS_SKILL_f3	#c009933剧毒瘟疫（3级）#r#ccccccc毒攻击增加1003点，对目标及目标周围最多3个目标造成伤害
12192	XYJ_KFS_SKILL_f4	#c009933剧毒瘟疫（4级）#r#ccccccc毒攻击增加2092点，对目标及目标周围最多3个目标造成伤害
12193	XYJ_KFS_SKILL_f5	#c009933剧毒瘟疫（5级）#r#ccccccc毒攻击增加3280点，对目标及目标周围最多3个目标造成伤害
12194	XYJ_KFS_SKILL_f6	#c009933剧毒瘟疫（6级）#r#ccccccc毒攻击增加3567点，对目标及目标周围最多3个目标造成伤害
12195	XYJ_KFS_SKILL_f7	#c009933剧毒瘟疫（7级）#r#ccccccc毒攻击增加3980点，对目标及目标周围最多3个目标造成伤害
12196	XYJ_KFS_SKILL_f8	#c009933剧毒瘟疫（8级）#r#ccccccc毒攻击增加4780点，对目标及目标周围最多3个目标造成伤害
12197	XYJ_KFS_SKILL_g1	#c009933怒涛连击（1级）#r#ccccccc附加伤害1746点，对目标及目标周围最多3个目标造成伤害
12198	XYJ_KFS_SKILL_g2	#c009933怒涛连击（2级）#r#ccccccc附加伤害2118点，对目标及目标周围最多3个目标造成伤害
12199	XYJ_KFS_SKILL_g3	#c009933怒涛连击（3级）#r#ccccccc附加伤害3490点，对目标及目标周围最多3个目标造成伤害
12200	XYJ_KFS_SKILL_g4	#c009933怒涛连击（4级）#r#ccccccc附加伤害5862点，对目标及目标周围最多3个目标造成伤害
12201	XYJ_KFS_SKILL_g5	#c009933怒涛连击（5级）#r#ccccccc附加伤害8931点，对目标及目标周围最多3个目标造成伤害
12202	XYJ_KFS_SKILL_g6	#c009933怒涛连击（6级）#r#ccccccc附加伤害4000点，对目标及目标周围最多3个目标造成伤害
12203	XYJ_KFS_SKILL_g7	#c009933怒涛连击（7级）#r#ccccccc附加伤害4700点，对目标及目标周围最多3个目标造成伤害
12204	XYJ_KFS_SKILL_g8	#c009933怒涛连击（8级）#r#ccccccc附加伤害5500点，对目标及目标周围最多3个目标造成伤害
12205	XYJ_KFS_SKILL_h1	#c009933刚猛重击（1级）#r#ccccccc外功攻击增加21858点
12206	XYJ_KFS_SKILL_h2	#c009933刚猛重击（2级）#r#ccccccc外功攻击增加24820点
12207	XYJ_KFS_SKILL_h3	#c009933刚猛重击（3级）#r#ccccccc外功攻击增加27778点
12208	XYJ_KFS_SKILL_h4	#c009933刚猛重击（4级）#r#ccccccc外功攻击增加30739点
12209	XYJ_KFS_SKILL_h5	#c009933刚猛重击（5级）#r#ccccccc外功攻击增加33702点
12210	XYJ_KFS_SKILL_h6	#c009933刚猛重击（6级）#r#ccccccc外功攻击增加36664点
12211	XYJ_KFS_SKILL_h7	#c009933刚猛重击（7级）#r#ccccccc外功攻击增加42774点
12212	XYJ_KFS_SKILL_h8	#c009933刚猛重击（8级）#r#ccccccc外功攻击增加50000点
12213	XYJ_KFS_SKILL_i1	#c009933柔蛇突袭（1级）#r#ccccccc内功攻击增加21858点
12214	XYJ_KFS_SKILL_i2	#c009933柔蛇突袭（2级）#r#ccccccc内功攻击增加24820点
12215	XYJ_KFS_SKILL_i3	#c009933柔蛇突袭（3级）#r#ccccccc内功攻击增加27778点
12216	XYJ_KFS_SKILL_i4	#c009933柔蛇突袭（4级）#r#ccccccc内功攻击增加30739点
12217	XYJ_KFS_SKILL_i5	#c009933柔蛇突袭（5级）#r#ccccccc内功攻击增加33702点
12218	XYJ_KFS_SKILL_i6	#c009933柔蛇突袭（6级）#r#ccccccc内功攻击增加36664 点
12219	XYJ_KFS_SKILL_i7	#c009933柔蛇突袭（7级）#r#ccccccc内功攻击增加42774点
12220	XYJ_KFS_SKILL_i8	#c009933柔蛇突袭（8级）#r#ccccccc内功攻击增加50000点
12221	XYJ_KFS_SKILL_j1	#c009933寒冰穿刺（1级）#r#ccccccc冰攻击增加528点
12222	XYJ_KFS_SKILL_j2	#c009933寒冰穿刺（2级）#r#ccccccc冰攻击增加715点
12223	XYJ_KFS_SKILL_j3	#c009933寒冰穿刺（3级）#r#ccccccc冰攻击增加1003点
12224	XYJ_KFS_SKILL_j4	#c009933寒冰穿刺（4级）#r#ccccccc冰攻击增加2092点
12225	XYJ_KFS_SKILL_j5	#c009933寒冰穿刺（5级）#r#ccccccc冰攻击增加3280点
12226	XYJ_KFS_SKILL_j6	#c009933寒冰穿刺（6级）#r#ccccccc冰攻击增加3567点
12227	XYJ_KFS_SKILL_j7	#c009933寒冰穿刺（7级）#r#ccccccc冰攻击增加4161点
12228	XYJ_KFS_SKILL_j8	#c009933寒冰穿刺（8级）#r#ccccccc冰攻击增加4755点
12229	XYJ_KFS_SKILL_k1	#c009933烈焰灼身（1级）#r#ccccccc火攻击增加528点
12230	XYJ_KFS_SKILL_k2	#c009933烈焰灼身（2级）#r#ccccccc火攻击增加715点
12231	XYJ_KFS_SKILL_k3	#c009933烈焰灼身（3级）#r#ccccccc火攻击增加1003点
12232	XYJ_KFS_SKILL_k4	#c009933烈焰灼身（4级）#r#ccccccc火攻击增加2092点
12233	XYJ_KFS_SKILL_k5	#c009933烈焰灼身（5级）#r#ccccccc火攻击增加3280点
12234	XYJ_KFS_SKILL_k6	#c009933烈焰灼身（6级）#r#ccccccc火攻击增加3567点
12235	XYJ_KFS_SKILL_k7	#c009933烈焰灼身（7级）#r#ccccccc火攻击增加4161点
12236	XYJ_KFS_SKILL_k8	#c009933烈焰灼身（8级）#r#ccccccc火攻击增加4755点
12237	XYJ_KFS_SKILL_l1	#c009933天雷轰顶（1级）#r#ccccccc玄攻击增加528点
12238	XYJ_KFS_SKILL_l2	#c009933天雷轰顶（2级）#r#ccccccc玄攻击增加715点
12239	XYJ_KFS_SKILL_l3	#c009933天雷轰顶（3级）#r#ccccccc玄攻击增加1003点
12240	XYJ_KFS_SKILL_l4	#c009933天雷轰顶（4级）#r#ccccccc玄攻击增加2092点
12241	XYJ_KFS_SKILL_l5	#c009933天雷轰顶（5级）#r#ccccccc玄攻击增加3280点
12242	XYJ_KFS_SKILL_l6	#c009933天雷轰顶（6级）#r#ccccccc玄攻击增加3567点
12243	XYJ_KFS_SKILL_l7	#c009933天雷轰顶（7级）#r#ccccccc玄攻击增加4161点
12244	XYJ_KFS_SKILL_l8	#c009933天雷轰顶（8级）#r#ccccccc玄攻击增加4755点
12245	XYJ_KFS_SKILL_m1	#c009933雾腐蚀毒（1级）#r#ccccccc毒攻击增加528点
12246	XYJ_KFS_SKILL_m2	#c009933雾腐蚀毒（2级）#r#ccccccc毒攻击增加715点
12247	XYJ_KFS_SKILL_m3	#c009933雾腐蚀毒（3级）#r#ccccccc毒攻击增加1003点
12248	XYJ_KFS_SKILL_m4	#c009933雾腐蚀毒（4级）#r#ccccccc毒攻击增加2092点
12249	XYJ_KFS_SKILL_m5	#c009933雾腐蚀毒（5级）#r#ccccccc毒攻击增加3280点
12250	XYJ_KFS_SKILL_m6	#c009933雾腐蚀毒（6级）#r#ccccccc毒攻击增加3567点
12251	XYJ_KFS_SKILL_m7	#c009933雾腐蚀毒（7级）#r#ccccccc毒攻击增加4161点
12252	XYJ_KFS_SKILL_m8	#c009933雾腐蚀毒（8级）#r#ccccccc毒攻击增加4755点
12253	XYJ_KFS_SKILL_n1	#c009933雷霆猛击（1级）#r#ccccccc附加伤害1746点
12254	XYJ_KFS_SKILL_n2	#c009933雷霆猛击（2级）#r#ccccccc附加伤害2118点
12255	XYJ_KFS_SKILL_n3	#c009933雷霆猛击（3级）#r#ccccccc附加伤害3490点
12256	XYJ_KFS_SKILL_n4	#c009933雷霆猛击（4级）#r#ccccccc附加伤害5862点
12257	XYJ_KFS_SKILL_n5	#c009933雷霆猛击（5级）#r#ccccccc附加伤害8931点
12258	XYJ_KFS_SKILL_n6	#c009933雷霆猛击（6级）#r#ccccccc附加伤害4000点
12259	XYJ_KFS_SKILL_n7	#c009933雷霆猛击（7级）#r#ccccccc附加伤害4666点
12260	XYJ_KFS_SKILL_n8	#c009933雷霆猛击（8级）#r#ccccccc附加伤害5332点
12261	XYJ_KFS_SKILL_NAME_A1	清逸之魂（1级）
12262	XYJ_KFS_SKILL_NAME_A2	清逸之魂（2级）
12263	XYJ_KFS_SKILL_NAME_A3	清逸之魂（3级）
12264	XYJ_KFS_SKILL_NAME_A4	清逸之魂（4级）
12265	XYJ_KFS_SKILL_NAME_A5	清逸之魂（5级）
12266	XYJ_KFS_SKILL_NAME_A6	清逸之魂（6级）
12267	XYJ_KFS_SKILL_NAME_A7	清逸之魂（7级）
12268	XYJ_KFS_SKILL_NAME_A8	清逸之魂（8级）
12269	XYJ_KFS_SKILL_NAME_B1	寒锋之魂（1级）
12270	XYJ_KFS_SKILL_NAME_B2	寒锋之魂（2级）
12271	XYJ_KFS_SKILL_NAME_B3	寒锋之魂（3级）
12272	XYJ_KFS_SKILL_NAME_B4	寒锋之魂（4级）
12273	XYJ_KFS_SKILL_NAME_B5	寒锋之魂（5级）
12274	XYJ_KFS_SKILL_NAME_B6	寒锋之魂（6级）
12275	XYJ_KFS_SKILL_NAME_B7	寒锋之魂（7级）
12276	XYJ_KFS_SKILL_NAME_B8	寒锋之魂（8级）
12277	XYJ_KFS_SKILL_NAME_C1	武勇之魂（1级）
12278	XYJ_KFS_SKILL_NAME_C2	武勇之魂（2级）
12279	XYJ_KFS_SKILL_NAME_C3	武勇之魂（3级）
12280	XYJ_KFS_SKILL_NAME_C4	武勇之魂（4级）
12281	XYJ_KFS_SKILL_NAME_C5	武勇之魂（5级）
12282	XYJ_KFS_SKILL_NAME_C6	武勇之魂（6级）
12283	XYJ_KFS_SKILL_NAME_C7	武勇之魂（7级）
12284	XYJ_KFS_SKILL_NAME_C8	武勇之魂（8级）
12285	XYJ_KFS_SKILL_NAME_D1	御体之魂（1级）
12286	XYJ_KFS_SKILL_NAME_D2	御体之魂（2级）
12287	XYJ_KFS_SKILL_NAME_D3	御体之魂（3级）
12288	XYJ_KFS_SKILL_NAME_D4	御体之魂（4级）
12289	XYJ_KFS_SKILL_NAME_D5	御体之魂（5级）
12290	XYJ_KFS_SKILL_NAME_D6	御体之魂（6级）
12291	XYJ_KFS_SKILL_NAME_D7	御体之魂（7级）
12292	XYJ_KFS_SKILL_NAME_D8	御体之魂（8级）
12293	XYJ_KFS_SKILL_NAME_E1	游身之魂（1级）
12294	XYJ_KFS_SKILL_NAME_E2	游身之魂（2级）
12295	XYJ_KFS_SKILL_NAME_E3	游身之魂（3级）
12296	XYJ_KFS_SKILL_NAME_E4	游身之魂（4级）
12297	XYJ_KFS_SKILL_NAME_E5	游身之魂（5级）
12298	XYJ_KFS_SKILL_NAME_E6	游身之魂（6级）
12299	XYJ_KFS_SKILL_NAME_E7	游身之魂（7级）
12300	XYJ_KFS_SKILL_NAME_E8	游身之魂（8级）
12301	XYJ_KFS_SKILL_NAME_F1	尚武之魂（1级）
12302	XYJ_KFS_SKILL_NAME_F2	尚武之魂（2级）
12303	XYJ_KFS_SKILL_NAME_F3	尚武之魂（3级）
12304	XYJ_KFS_SKILL_NAME_F4	尚武之魂（4级）
12305	XYJ_KFS_SKILL_NAME_F5	尚武之魂（5级）
12306	XYJ_KFS_SKILL_NAME_F6	尚武之魂（6级）
12307	XYJ_KFS_SKILL_NAME_F7	尚武之魂（7级）
12308	XYJ_KFS_SKILL_NAME_F8	尚武之魂（8级）
12309	XYJ_KFS_SKILL_NAME_G1	乏力之魂（1级）
12310	XYJ_KFS_SKILL_NAME_G2	乏力之魂（2级）
12311	XYJ_KFS_SKILL_NAME_G3	乏力之魂（3级）
12312	XYJ_KFS_SKILL_NAME_G4	乏力之魂（4级）
12313	XYJ_KFS_SKILL_NAME_G5	乏力之魂（5级）
12314	XYJ_KFS_SKILL_NAME_G6	乏力之魂（6级）
12315	XYJ_KFS_SKILL_NAME_G7	乏力之魂（7级）
12316	XYJ_KFS_SKILL_NAME_G8	乏力之魂（8级）
12317	XYJ_KFS_SKILL_NAME_H1	灭灵之魂（1级）
12318	XYJ_KFS_SKILL_NAME_H2	灭灵之魂（2级）
12319	XYJ_KFS_SKILL_NAME_H3	灭灵之魂（3级）
12320	XYJ_KFS_SKILL_NAME_H4	灭灵之魂（4级）
12321	XYJ_KFS_SKILL_NAME_H5	灭灵之魂（5级）
12322	XYJ_KFS_SKILL_NAME_H6	灭灵之魂（6级）
12323	XYJ_KFS_SKILL_NAME_H7	灭灵之魂（7级）
12324	XYJ_KFS_SKILL_NAME_H8	灭灵之魂（8级）
12325	XYJ_KFS_SKILL_NAME_I1	破体之魂（1级）
12326	XYJ_KFS_SKILL_NAME_I2	破体之魂（2级）
12327	XYJ_KFS_SKILL_NAME_I3	破体之魂（3级）
12328	XYJ_KFS_SKILL_NAME_I4	破体之魂（4级）
12329	XYJ_KFS_SKILL_NAME_I5	破体之魂（5级）
12330	XYJ_KFS_SKILL_NAME_I6	破体之魂（6级）
12331	XYJ_KFS_SKILL_NAME_I7	破体之魂（7级）
12332	XYJ_KFS_SKILL_NAME_I8	破体之魂（8级）
12333	XYJ_KFS_SKILL_NAME_J1	乱定之魂（1级）
12334	XYJ_KFS_SKILL_NAME_J2	乱定之魂（2级）
12335	XYJ_KFS_SKILL_NAME_J3	乱定之魂（3级）
12336	XYJ_KFS_SKILL_NAME_J4	乱定之魂（4级）
12337	XYJ_KFS_SKILL_NAME_J5	乱定之魂（5级）
12338	XYJ_KFS_SKILL_NAME_J6	乱定之魂（6级）
12339	XYJ_KFS_SKILL_NAME_J7	乱定之魂（7级）
12340	XYJ_KFS_SKILL_NAME_J8	乱定之魂（8级）
12341	XYJ_KFS_SKILL_NAME_K1	重身之魂（1级）
12342	XYJ_KFS_SKILL_NAME_K2	重身之魂（2级）
12343	XYJ_KFS_SKILL_NAME_K3	重身之魂（3级）
12344	XYJ_KFS_SKILL_NAME_K4	重身之魂（4级）
12345	XYJ_KFS_SKILL_NAME_K5	重身之魂（5级）
12346	XYJ_KFS_SKILL_NAME_K6	重身之魂（6级）
12347	XYJ_KFS_SKILL_NAME_K7	重身之魂（7级）
12348	XYJ_KFS_SKILL_NAME_K8	重身之魂（8级）
12349	XYJ_KFS_SKILL_NAME_L1	绝情之魂（1级）
12350	XYJ_KFS_SKILL_NAME_L2	绝情之魂（2级）
12351	XYJ_KFS_SKILL_NAME_L3	绝情之魂（3级）
12352	XYJ_KFS_SKILL_NAME_L4	绝情之魂（4级）
12353	XYJ_KFS_SKILL_NAME_L5	绝情之魂（5级）
12354	XYJ_KFS_SKILL_NAME_L6	绝情之魂（6级）
12355	XYJ_KFS_SKILL_NAME_L7	绝情之魂（7级）
12356	XYJ_KFS_SKILL_NAME_L8	绝情之魂（8级）
12357	XYJ_KFS_SKILL_NAME_M1	厉刚之魂（1级）
12358	XYJ_KFS_SKILL_NAME_M2	厉刚之魂（2级）
12359	XYJ_KFS_SKILL_NAME_M3	厉刚之魂（3级）
12360	XYJ_KFS_SKILL_NAME_M4	厉刚之魂（4级）
12361	XYJ_KFS_SKILL_NAME_M5	厉刚之魂（5级）
12362	XYJ_KFS_SKILL_NAME_M6	厉刚之魂（6级）
12363	XYJ_KFS_SKILL_NAME_M7	厉刚之魂（7级）
12364	XYJ_KFS_SKILL_NAME_M8	厉刚之魂（8级）
12365	XYJ_KFS_SKILL_NAME_N1	旋柔之魂（1级）
12366	XYJ_KFS_SKILL_NAME_N2	旋柔之魂（2级）
12367	XYJ_KFS_SKILL_NAME_N3	旋柔之魂（3级）
12368	XYJ_KFS_SKILL_NAME_N4	旋柔之魂（4级）
12369	XYJ_KFS_SKILL_NAME_N5	旋柔之魂（5级）
12370	XYJ_KFS_SKILL_NAME_N6	旋柔之魂（6级）
12371	XYJ_KFS_SKILL_NAME_N7	旋柔之魂（7级）
12372	XYJ_KFS_SKILL_NAME_N8	旋柔之魂（8级）
12373	XYJ_KFS_SKILL_NAME_O1	武韧之魂（1级）
12374	XYJ_KFS_SKILL_NAME_O2	武韧之魂（2级）
12375	XYJ_KFS_SKILL_NAME_O3	武韧之魂（3级）
12376	XYJ_KFS_SKILL_NAME_O4	武韧之魂（4级）
12377	XYJ_KFS_SKILL_NAME_O5	武韧之魂（5级）
12378	XYJ_KFS_SKILL_NAME_O6	武韧之魂（6级）
12379	XYJ_KFS_SKILL_NAME_O7	武韧之魂（7级）
12380	XYJ_KFS_SKILL_NAME_O8	武韧之魂（8级）
12381	XYJ_KFS_SKILL_NAME_P1	阴绵之魂（1级）
12382	XYJ_KFS_SKILL_NAME_P2	阴绵之魂（2级）
12383	XYJ_KFS_SKILL_NAME_P3	阴绵之魂（3级）
12384	XYJ_KFS_SKILL_NAME_P4	阴绵之魂（4级）
12385	XYJ_KFS_SKILL_NAME_P5	阴绵之魂（5级）
12386	XYJ_KFS_SKILL_NAME_P6	阴绵之魂（6级）
12387	XYJ_KFS_SKILL_NAME_P7	阴绵之魂（7级）
12388	XYJ_KFS_SKILL_NAME_P8	阴绵之魂（8级）
12389	XYJ_KFS_SKILL_NAME_Q1	星准之魂（1级）
12390	XYJ_KFS_SKILL_NAME_Q2	星准之魂（2级）
12391	XYJ_KFS_SKILL_NAME_Q3	星准之魂（3级）
12392	XYJ_KFS_SKILL_NAME_Q4	星准之魂（4级）
12393	XYJ_KFS_SKILL_NAME_Q5	星准之魂（5级）
12394	XYJ_KFS_SKILL_NAME_Q6	星准之魂（6级）
12395	XYJ_KFS_SKILL_NAME_Q7	星准之魂（7级）
12396	XYJ_KFS_SKILL_NAME_Q8	星准之魂（8级）
12397	XYJ_KFS_SKILL_NAME_R1	灵洒之魂（1级）
12398	XYJ_KFS_SKILL_NAME_R2	灵洒之魂（2级）
12399	XYJ_KFS_SKILL_NAME_R3	灵洒之魂（3级）
12400	XYJ_KFS_SKILL_NAME_R4	灵洒之魂（4级）
12401	XYJ_KFS_SKILL_NAME_R5	灵洒之魂（5级）
12402	XYJ_KFS_SKILL_NAME_R6	灵洒之魂（6级）
12403	XYJ_KFS_SKILL_NAME_R7	灵洒之魂（7级）
12404	XYJ_KFS_SKILL_NAME_R8	灵洒之魂（8级）
12405	XYJ_KFS_SKILL_NAME_S1	断刚之魂（1级）
12406	XYJ_KFS_SKILL_NAME_S2	断刚之魂（2级）
12407	XYJ_KFS_SKILL_NAME_S3	断刚之魂（3级）
12408	XYJ_KFS_SKILL_NAME_S4	断刚之魂（4级）
12409	XYJ_KFS_SKILL_NAME_S5	断刚之魂（5级）
12410	XYJ_KFS_SKILL_NAME_S6	断刚之魂（6级）
12411	XYJ_KFS_SKILL_NAME_S7	断刚之魂（7级）
12412	XYJ_KFS_SKILL_NAME_S8	断刚之魂（8级）
12413	XYJ_KFS_SKILL_NAME_T1	裂柔之魂（1级）
12414	XYJ_KFS_SKILL_NAME_T2	裂柔之魂（2级）
12415	XYJ_KFS_SKILL_NAME_T3	裂柔之魂（3级）
12416	XYJ_KFS_SKILL_NAME_T4	裂柔之魂（4级）
12417	XYJ_KFS_SKILL_NAME_T5	裂柔之魂（5级）
12418	XYJ_KFS_SKILL_NAME_T6	裂柔之魂（6级）
12419	XYJ_KFS_SKILL_NAME_T7	裂柔之魂（7级）
12420	XYJ_KFS_SKILL_NAME_T8	裂柔之魂（8级）
12421	XYJ_KFS_SKILL_NAME_U1	黯韧之魂（1级）
12422	XYJ_KFS_SKILL_NAME_U2	黯韧之魂（2级）
12423	XYJ_KFS_SKILL_NAME_U3	黯韧之魂（3级）
12424	XYJ_KFS_SKILL_NAME_U4	黯韧之魂（4级）
12425	XYJ_KFS_SKILL_NAME_U5	黯韧之魂（5级）
12426	XYJ_KFS_SKILL_NAME_U6	黯韧之魂（6级）
12427	XYJ_KFS_SKILL_NAME_U7	黯韧之魂（7级）
12428	XYJ_KFS_SKILL_NAME_U8	黯韧之魂（8级）
12429	XYJ_KFS_SKILL_NAME_V1	刺绵之魂（1级）
12430	XYJ_KFS_SKILL_NAME_V2	刺绵之魂（2级）
12431	XYJ_KFS_SKILL_NAME_V3	刺绵之魂（3级）
12432	XYJ_KFS_SKILL_NAME_V4	刺绵之魂（4级）
12433	XYJ_KFS_SKILL_NAME_V5	刺绵之魂（5级）
12434	XYJ_KFS_SKILL_NAME_V6	刺绵之魂（6级）
12435	XYJ_KFS_SKILL_NAME_V7	刺绵之魂（7级）
12436	XYJ_KFS_SKILL_NAME_V8	刺绵之魂（8级）
12437	XYJ_KFS_SKILL_NAME_W1	扰准之魂（1级）
12438	XYJ_KFS_SKILL_NAME_W2	扰准之魂（2级）
12439	XYJ_KFS_SKILL_NAME_W3	扰准之魂（3级）
12440	XYJ_KFS_SKILL_NAME_W4	扰准之魂（4级）
12441	XYJ_KFS_SKILL_NAME_W5	扰准之魂（5级）
12442	XYJ_KFS_SKILL_NAME_W6	扰准之魂（6级）
12443	XYJ_KFS_SKILL_NAME_W7	扰准之魂（7级）
12444	XYJ_KFS_SKILL_NAME_W8	扰准之魂（8级）
12445	XYJ_KFS_SKILL_NAME_X1	绝洒之魂（1级）
12446	XYJ_KFS_SKILL_NAME_X2	绝洒之魂（2级）
12447	XYJ_KFS_SKILL_NAME_X3	绝洒之魂（3级）
12448	XYJ_KFS_SKILL_NAME_X4	绝洒之魂（4级）
12449	XYJ_KFS_SKILL_NAME_X5	绝洒之魂（5级）
12450	XYJ_KFS_SKILL_NAME_X6	绝洒之魂（6级）
12451	XYJ_KFS_SKILL_NAME_X7	绝洒之魂（7级）
12452	XYJ_KFS_SKILL_NAME_X8	绝洒之魂（8级）
12453	XYJ_KFS_SKILL_NAME_Y1	强击之魂（1级）
12454	XYJ_KFS_SKILL_NAME_Y2	强击之魂（2级）
12455	XYJ_KFS_SKILL_NAME_Y3	强击之魂（3级）
12456	XYJ_KFS_SKILL_NAME_Y4	强击之魂（4级）
12457	XYJ_KFS_SKILL_NAME_Y5	强击之魂（5级）
12458	XYJ_KFS_SKILL_NAME_Y6	强击之魂（6级）
12459	XYJ_KFS_SKILL_NAME_Y7	强击之魂（7级）
12460	XYJ_KFS_SKILL_NAME_Y8	强击之魂（8级）
12461	XYJ_KFS_SKILL_NAME_Z1	绝气之魂（1级）
12462	XYJ_KFS_SKILL_NAME_Z2	绝气之魂（2级）
12463	XYJ_KFS_SKILL_NAME_Z3	绝气之魂（3级）
12464	XYJ_KFS_SKILL_NAME_Z4	绝气之魂（4级）
12465	XYJ_KFS_SKILL_NAME_Z5	绝气之魂（5级）
12466	XYJ_KFS_SKILL_NAME_Z6	绝气之魂（6级）
12467	XYJ_KFS_SKILL_NAME_Z7	绝气之魂（7级）
12468	XYJ_KFS_SKILL_NAME_Z8	绝气之魂（8级）
12469	XYJ_KFS_SKILL_NAME_a1	灭世八方（1级）
12470	XYJ_KFS_SKILL_NAME_a2	灭世八方（2级）
12471	XYJ_KFS_SKILL_NAME_a3	灭世八方（3级）
12472	XYJ_KFS_SKILL_NAME_a4	灭世八方（4级）
12473	XYJ_KFS_SKILL_NAME_a5	灭世八方（5级）
12474	XYJ_KFS_SKILL_NAME_a6	灭世八方（6级）
12475	XYJ_KFS_SKILL_NAME_a7	灭世八方（7级）
12476	XYJ_KFS_SKILL_NAME_a8	灭世八方（8级）
12477	XYJ_KFS_SKILL_NAME_b1	绝境散杀（1级）
12478	XYJ_KFS_SKILL_NAME_b2	绝境散杀（2级）
12479	XYJ_KFS_SKILL_NAME_b3	绝境散杀（3级）
12480	XYJ_KFS_SKILL_NAME_b4	绝境散杀（4级）
12481	XYJ_KFS_SKILL_NAME_b5	绝境散杀（5级）
12482	XYJ_KFS_SKILL_NAME_b6	绝境散杀（6级）
12483	XYJ_KFS_SKILL_NAME_b7	绝境散杀（7级）
12484	XYJ_KFS_SKILL_NAME_b8	绝境散杀（8级）
12485	XYJ_KFS_SKILL_NAME_c1	冰封万里（1级）
12486	XYJ_KFS_SKILL_NAME_c2	冰封万里（2级）
12487	XYJ_KFS_SKILL_NAME_c3	冰封万里（3级）
12488	XYJ_KFS_SKILL_NAME_c4	冰封万里（4级）
12489	XYJ_KFS_SKILL_NAME_c5	冰封万里（5级）
12490	XYJ_KFS_SKILL_NAME_c6	冰封万里（6级）
12491	XYJ_KFS_SKILL_NAME_c7	冰封万里（7级）
12492	XYJ_KFS_SKILL_NAME_c8	冰封万里（8级）
12493	XYJ_KFS_SKILL_NAME_d1	天火燎原（1级）
12494	XYJ_KFS_SKILL_NAME_d2	天火燎原（2级）
12495	XYJ_KFS_SKILL_NAME_d3	天火燎原（3级）
12496	XYJ_KFS_SKILL_NAME_d4	天火燎原（4级）
12497	XYJ_KFS_SKILL_NAME_d5	天火燎原（5级）
