INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
3417	合体凤凰级别2变色4.obj	1	2	1	0.15	182	183	184																																						
3418	合体凤凰级别2变色5.obj	1	2	1	0.15	182	183	184																																						
3419	合体凤凰级别2变色6.obj	1	2	1	0.15	182	183	184																																						
3420	合体凤凰级别2变色7.obj	1	2	1	0.15	182	183	184																																						
3421	合体凤凰级别2变色8.obj	1	2	1	0.15	182	183	184																																						
3422	合体凤凰级别3变色1.obj	1	2	1	0.15	182	183	184																																						
3423	合体凤凰级别3变色2.obj	1	2	1	0.15	182	183	184																																						
3424	合体凤凰级别3变色3.obj	1	2	1	0.15	182	183	184																																						
3425	合体凤凰级别3变色4.obj	1	2	1	0.15	182	183	184																																						
3426	合体凤凰级别3变色5.obj	1	2	1	0.15	182	183	184																																						
3427	合体凤凰级别3变色6.obj	1	2	1	0.15	182	183	184																																						
3428	合体凤凰级别3变色7.obj	1	2	1	0.15	182	183	184																																						
3429	合体凤凰级别3变色8.obj	1	2	1	0.15	182	183	184																																						
3430	合体凤凰级别4变色1.obj	1	2	1	0.15	182	183	184																																						
3431	合体凤凰级别4变色2.obj	1	2	1	0.15	182	183	184																																						
3432	合体凤凰级别4变色3.obj	1	2	1	0.15	182	183	184																																						
3433	合体凤凰级别4变色4.obj	1	2	1	0.15	182	183	184																																						
3434	合体凤凰级别4变色5.obj	1	2	1	0.15	182	183	184																																						
3435	合体凤凰级别4变色6.obj	1	2	1	0.15	182	183	184																																						
3436	合体凤凰级别4变色7.obj	1	2	1	0.15	182	183	184																																						
3437	合体凤凰级别4变色8.obj	1	2	1	0.15	182	183	184																																						
3438	合体凤凰级别5变色1.obj	1	2	1	0.15	182	183	184																																						
3439	合体凤凰级别5变色2.obj	1	2	1	0.15	182	183	184																																						
3440	合体凤凰级别5变色3.obj	1	2	1	0.15	182	183	184																																						
3441	合体凤凰级别5变色4.obj	1	2	1	0.15	182	183	184																																						
3442	合体凤凰级别5变色5.obj	1	2	1	0.15	182	183	184																																						
3443	合体凤凰级别5变色6.obj	1	2	1	0.15	182	183	184																																						
3444	合体凤凰级别5变色7.obj	1	2	1	0.15	182	183	184																																						
3445	合体凤凰级别5变色8.obj	1	2	1	0.15	182	183	184																																						
3446	合体蝴蝶级别1变色7.obj	1	2	1	0.15	182	183	184																																						
3447	合体蝴蝶级别1变色2.obj	1	2	1	0.15	182	183	184																																						
3448	合体蝴蝶级别1变色3.obj	1	2	1	0.15	182	183	184																																						
3449	合体蝴蝶级别1变色4.obj	1	2	1	0.15	182	183	184																																						
3450	合体蝴蝶级别1变色5.obj	1	2	1	0.15	182	183	184																																						
3451	合体蝴蝶级别1变色6.obj	1	2	1	0.15	182	183	184																																						
3452	合体蝴蝶级别1变色9.obj	1	2	1	0.15	182	183	184																																						
3453	合体蝴蝶级别1变色8.obj	1	2	1	0.15	182	183	184																																						
3454	合体蝴蝶级别2变色7.obj	1	2	1	0.15	182	183	184																																						
3455	合体蝴蝶级别2变色2.obj	1	2	1	0.15	182	183	184																																						
3456	合体蝴蝶级别2变色3.obj	1	2	1	0.15	182	183	184																																						
3457	合体蝴蝶级别2变色4.obj	1	2	1	0.15	182	183	184																																						
3458	合体蝴蝶级别2变色5.obj	1	2	1	0.15	182	183	184																																						
3459	合体蝴蝶级别2变色6.obj	1	2	1	0.15	182	183	184																																						
3460	合体蝴蝶级别2变色9.obj	1	2	1	0.15	182	183	184																																						
3461	合体蝴蝶级别2变色8.obj	1	2	1	0.15	182	183	184																																						
3462	合体蝴蝶级别3变色7.obj	1	2	1	0.15	182	183	184																																						
3463	合体蝴蝶级别3变色2.obj	1	2	1	0.15	182	183	184																																						
3464	合体蝴蝶级别3变色3.obj	1	2	1	0.15	182	183	184																																						
3465	合体蝴蝶级别3变色4.obj	1	2	1	0.15	182	183	184																																						
3466	合体蝴蝶级别3变色5.obj	1	2	1	0.15	182	183	184																																						
3467	合体蝴蝶级别3变色6.obj	1	2	1	0.15	182	183	184																																						
3468	合体蝴蝶级别3变色9.obj	1	2	1	0.15	182	183	184																																						
3469	合体蝴蝶级别3变色8.obj	1	2	1	0.15	182	183	184																																						
3470	合体蝴蝶级别4变色7.obj	1	2	1	0.15	182	183	184																																						
3471	合体蝴蝶级别4变色2.obj	1	2	1	0.15	182	183	184																																						
3472	合体蝴蝶级别4变色3.obj	1	2	1	0.15	182	183	184																																						
3473	合体蝴蝶级别4变色4.obj	1	2	1	0.15	182	183	184																																						
3474	合体蝴蝶级别4变色5.obj	1	2	1	0.15	182	183	184																																						
3475	合体蝴蝶级别4变色6.obj	1	2	1	0.15	182	183	184																																						
3476	合体蝴蝶级别4变色9.obj	1	2	1	0.15	182	183	184																																						
3477	合体蝴蝶级别4变色8.obj	1	2	1	0.15	182	183	184																																						
3486	合体龙级别1变色1.obj	1	2	1	0.15	182	183	184																																						
3487	合体龙级别1变色2.obj	1	2	1	0.15	182	183	184																																						
3488	合体龙级别1变色3.obj	1	2	1	0.15	182	183	184																																						
3489	合体龙级别1变色4.obj	1	2	1	0.15	182	183	184																																						
3490	合体龙级别1变色5.obj	1	2	1	0.15	182	183	184																																						
3491	合体龙级别1变色6.obj	1	2	1	0.15	182	183	184																																						
3492	合体龙级别1变色7.obj	1	2	1	0.15	182	183	184																																						
3493	合体龙级别1变色8.obj	1	2	1	0.15	182	183	184																																						
3494	合体龙级别2变色1.obj	1	2	1	0.15	182	183	184																																						
3495	合体龙级别2变色2.obj	1	2	1	0.15	182	183	184																																						
3496	合体龙级别2变色3.obj	1	2	1	0.15	182	183	184																																						
3497	合体龙级别2变色4.obj	1	2	1	0.15	182	183	184																																						
3498	合体龙级别2变色5.obj	1	2	1	0.15	182	183	184																																						
3499	合体龙级别2变色6.obj	1	2	1	0.15	182	183	184																																						
3500	合体龙级别2变色7.obj	1	2	1	0.15	182	183	184																																						
3501	合体龙级别2变色8.obj	1	2	1	0.15	182	183	184																																						
3502	合体龙级别3变色1.obj	1	2	1	0.15	182	183	184																																						
3503	合体龙级别3变色2.obj	1	2	1	0.15	182	183	184																																						
3504	合体龙级别3变色3.obj	1	2	1	0.15	182	183	184																																						
3505	合体龙级别3变色4.obj	1	2	1	0.15	182	183	184																																						
3506	合体龙级别3变色5.obj	1	2	1	0.15	182	183	184																																						
3507	合体龙级别3变色6.obj	1	2	1	0.15	182	183	184																																						
3508	合体龙级别3变色7.obj	1	2	1	0.15	182	183	184																																						
3509	合体龙级别3变色8.obj	1	2	1	0.15	182	183	184																																						
3510	合体龙级别4变色1.obj	1	2	1	0.15	182	183	184																																						
3511	合体龙级别4变色2.obj	1	2	1	0.15	182	183	184																																						
3512	合体龙级别4变色3.obj	1	2	1	0.15	182	183	184																																						
3513	合体龙级别4变色4.obj	1	2	1	0.15	182	183	184																																						
3514	合体龙级别4变色5.obj	1	2	1	0.15	182	183	184																																						
3515	合体龙级别4变色6.obj	1	2	1	0.15	182	183	184																																						
3516	合体龙级别4变色7.obj	1	2	1	0.15	182	183	184																																						
3517	合体龙级别4变色8.obj	1	2	1	0.15	182	183	184																																						
3518	合体龙级别5变色1.obj	1	2	1	0.15	182	183	184																																						
3519	合体龙级别5变色2.obj	1	2	1	0.15	182	183	184																																						
3520	合体龙级别5变色3.obj	1	2	1	0.15	182	183	184																																						
3521	合体龙级别5变色4.obj	1	2	1	0.15	182	183	184																																						
3522	合体龙级别5变色5.obj	1	2	1	0.15	182	183	184																																						
3523	合体龙级别5变色6.obj	1	2	1	0.15	182	183	184																																						
3524	合体龙级别5变色7.obj	1	2	1	0.15	182	183	184																																						
3525	合体龙级别5变色8.obj	1	2	1	0.15	182	183	184																																						
3526	珍兽120613节日礼包虎1.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3527	珍兽120613节日礼包虎2.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3528	珍兽120613节日礼包虎3.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3529	珍兽120613节日礼包虎4.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3530	珍兽120613节日礼包虎5.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3531	珍兽120613节日礼包虎6.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3532	珍兽120613节日礼包虎7.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3533	珍兽120613节日礼包虎8.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3534	珍兽120613节日礼包虎9.obj	1	2	1.3	0.15	182	183	184	万能怪物NPC.txt																																					
3535	珍兽20120830凤凰1.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3536	珍兽20120830凤凰2.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3537	珍兽20120830凤凰3.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3538	珍兽20120830凤凰4.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3539	珍兽20120830凤凰8.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3540	珍兽20120830凤凰5.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3541	珍兽20120830凤凰6.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3542	珍兽20120830凤凰7.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3543	珍兽20120830凤凰9.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3544	骑乘黑天马.obj	1	2	1	0.15	182	183	184	骑乘天马.txt																																					
3545	骑乘碧水金睛兽白色.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3546	藤员佐为.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3547	皇族美喊.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3548	皇族纵横.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3549	皇族平少.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3550	皇族龙魂.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3551	皇族书生.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3552	皇族无心.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3553	皇族紫风.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3554	皇族霜影.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3555	骑乘粉海马20120918.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3556	骑乘蓝海马20120918.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3557	npc_九黎元气1.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3558	npc_九黎元气2.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3559	npc_九黎元气3.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3560	npc_九黎元气4.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3561	npc_九黎元气5.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3562	npc_九黎元气6.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3563	npc_九黎真气.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3564	npc新海底九黎祭台120906.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3565	npc怪海底世界不灭祭司20120925.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3566	npc怪海底世界炎黄英灵20120918.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3567	boss九黎将军120828.obj	1	2	1	0.15	182	183	184	2.txt																																					
3568	boss九黎指挥官20120911.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3569	boss九黎指挥官20120911变色1.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3570	boss九黎指挥官20120911变色2.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3571	boss九黎指挥官20120911变色3.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3572	boss九黎指挥官20120911变色4.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3573	boss九黎指挥官20120911变色5.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3574	boss九黎指挥官20120911变色6.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3575	boss无崖子20120926.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3576	npc17173大使.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3577	npc新双鳍鲨.obj	1	2	0.3	0.15	182	183	184	万能怪物NPC.txt																																					
3578	绿褐龟.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
3579	npc怪海底世界九黎战魂20120917.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3580	npc新海底大信号台120906.obj	1	2	2	0.15	182	183	184	万能怪物NPC.txt																																					
3581	npc新海底中信号台120906.obj	1	2	1.5	0.15	182	183	184	万能怪物NPC.txt																																					
3582	npc怪海底世界九黎战士20121009.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3583	npc王语嫣代言人120919.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3584	npc段誉代言人胡歌120926.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3585	骑乘穷奇黑色120919.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3586	骑乘穷奇白色120919.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3587	骑乘驯鹿.obj	1	2	0.8	0.15	486	487	488	万能坐骑.txt																																					
3588	珍兽20121105圣诞珍兽01.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3589	珍兽20121105圣诞珍兽02.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3590	珍兽20121105圣诞珍兽03.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3591	珍兽20121105圣诞珍兽04.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3592	珍兽20121105圣诞珍兽05.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3593	珍兽20121105圣诞珍兽06.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3594	珍兽20121105圣诞珍兽07.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3595	珍兽20121105圣诞珍兽08.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3596	珍兽20121105圣诞珍兽09.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3597	骑乘圣诞方舟121120.obj	1	2	1	0.15	-1	-1	-1	万能坐骑.txt																																					
3598	npc怪夺宝马贼头领20121127.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3599	npc生肖蛇20121106.obj	1	2	1.5	0.15	182	183	184	万能怪物NPC.txt																																					
3600	npc生肖龙20121120.obj	1	2	1.5	0.15	182	183	184	万能怪物NPC.txt																																					
3601	珍兽121204vip蛇1.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3602	珍兽121204vip蛇2.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3603	珍兽121204vip蛇3.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3604	珍兽121204vip蛇4.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3605	珍兽121204vip蛇5.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3606	珍兽121204vip蛇6.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3607	珍兽121204vip蛇7.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3608	珍兽121204vip蛇8.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3609	珍兽121204vip蛇9.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3610	珍兽121218钻石VIP蛇1.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3611	珍兽121218钻石VIP蛇2.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3612	珍兽121218钻石VIP蛇3.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3613	珍兽121218钻石VIP蛇4.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3614	珍兽121218钻石VIP蛇5.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3615	珍兽121218钻石VIP蛇6.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3616	珍兽121218钻石VIP蛇7.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3617	珍兽121218钻石VIP蛇8.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3618	珍兽121218钻石VIP蛇9.obj	1	2	0.75	0.15	182	183	184	万能怪物NPC.txt																																					
3619	骑乘春节福寿狮子130105.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3620	骑乘半透熊20130312.obj	1	2	1	0.15	194	195	196	万能坐骑.txt																																					
3621	骑乘路行鹤130227.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
3622	npc马夫20130308.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3623	骑乘唐门门派坐骑初级130418.obj	1	2	1	0.15	188	189	190	万能坐骑.txt																																					
3624	骑乘唐门门派坐骑中级130425.obj	1	2	1	0.15	188	189	190	万能坐骑.txt																																					
3625	骑乘唐门门派坐骑高级130509.obj	1	2	1	0.15	188	189	190	万能坐骑.txt																																					
3626	npc锦衣人CQ0624.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3627	npc蒙面人.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3628	npc契丹母子.obj	1	2	1.2	0.15	182	183	184	万能怪物NPC.txt																																					
3629	npc契丹母子.obj	1	2	1.2	0.15	182	183	184	万能怪物NPC.txt																																					
3630	npc锦衣人CQ拿弩者.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3631	骑乘血羽101009.obj	1	2	1	0.15	404	404	404	骑乘金羽101009.txt																																					
3632	骑乘夏日冰龙130527.obj	1	2	1	0.15	495	495	495	万能坐骑.txt																																					
3633	珍兽20130614美女蛇1.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3634	珍兽20130614美女蛇2.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3635	珍兽20130614美女蛇3.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3636	珍兽20130614美女蛇5.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3637	珍兽20130614美女蛇4.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3638	珍兽20130614美女蛇7.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3639	珍兽20130614美女蛇8.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3640	珍兽20130614美女蛇9.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3641	珍兽20130614美女蛇6.obj	1	2	0.85	0.15	182	183	184	万能怪物NPC.txt																																					
3642	npc怪毒针窃贼130609.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3643	npc怪飞镖窃贼130609.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3644	npc怪蒺藜窃贼130609.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3645	npc门派拜师人唐亦风130424.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3646	npc唐门亲兵130531b.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3647	npc唐门亲兵130531a.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3648	npc唐门弟子130604.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3649	npc唐门弟子男20130412.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3650	npc唐门弟子女20130417.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3651	npc唐门副本传送唐暮翔130517.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3652	npc唐门门派传送人唐予诚20130419.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3653	npc唐门门派任务发布唐清秋20130425.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3654	npc唐门门派生活技能姥姥120524.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3655	npc唐门门派生活技能唐若兮130513.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3656	npc唐门坐骑管理员130428.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3657	npc唐门指路人唐菲菲20130419.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3658	npc唐门武功传授人130624.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3659	NPC唐门修行傀儡130701.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3660	NPC唐门修行傀儡130701.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3661	npc唐门掌门130718.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3663	npc蜀中盗神20130621.obj	1	2	0.8	0.15	182	183	184	万能怪物NPC.txt																																					
3664	npc唐门坐骑技能介绍20130523.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3665	珍兽初级20130808.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3666	珍兽胖20130802.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3667	珍兽瘦20130729.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3668	男主角雕像唐门20130809.obj	1	2	1.2	0.15	182	183	184																																						
3669	女主雕像唐门20130808.obj	1	2	1.2	0.15	182	183	184																																						
3670	npc站立唐门掌门130718.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3671	NPC男主角门派时装唐门神器.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3672	npc女主角门派时装唐门神器.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3673	NPC男主角门派时装唐门.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3674	npc女主角门派时装唐门.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3676	男段誉变身.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3677	女语嫣变身.obj	1	2	1	0.15	185	186	187	万能怪物NPC.txt																																					
3678	npc曹小明130909.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3679	npc全小颜130909.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3680	npc陆小祺130909.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3681	普通侠士2.obj	1	2	1	0.15	182	183	184	ALL受伤.txt																																					
3682	npc悬挂的尸体.obj	1	2	1	0.15	182	183	184	ALL站立.txt																																					
3683	npc树上的剑痕130831.obj	1	2	1	0.15	182	183	184																																						
3684	npc遗落的暗器130831.obj	1	2	1	0.15	182	183	184																																						
3685	npc新鲜的血迹130831.obj	1	2	1	0.15	182	183	184																																						
3686	npc美酒酒坛130831.obj	1	2	1	0.15	182	183	184																																						
3688	珍兽熊猫黑花1.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3689	珍兽熊猫黑花2.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3690	珍兽熊猫黑花3.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3691	珍兽熊猫黑花4.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3692	npc兰花130924.obj	1	2	1.5	0.15	182	183	184																																						
3693	npc箭靶子130926.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3694	0灌木/新荷花坛子01.obj	1	2	1	0.15	182	183	184																																						
3695	npc玫瑰花130924.obj	1	2	1.5	0.15	182	183	184																																						
3696	npc茉莉130924.obj	1	2	1.5	0.15	182	183	184																																						
3697	npc梅花130924.obj	1	2	3	0.15	182	183	184																																						
3698	渔夫b.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3699	珍兽小浪人130904.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3700	珍兽安仔130906.obj	1	2	0.9	0.15	182	183	184	万能怪物NPC.txt																																					
3701	珍兽安仔男佣130906.obj	1	2	0.9	0.15	182	183	184	万能怪物NPC.txt																																					
3702	珍兽安仔男佣白130906.obj	1	2	0.9	0.15	182	183	184	万能怪物NPC.txt																																					
3703	npc粮仓20130917.obj	1	2	1	0.15	182	183	184																																						
3704	npc水缸20130917.obj	1	2	1	0.15	182	183	184																																						
3705	npc西夏士兵的长刀20130917.obj	1	2	1	0.15	182	183	184																																						
3706	npc西夏士兵的铠甲20130917.obj	1	2	1	0.15	182	183	184																																						
3707	npc西夏士兵的头盔20130917.obj	1	2	1	0.15	182	183	184																																						
3708	npc陶土罐20130917.obj	1	2	1	0.15	182	183	184																																						
3709	npc新掩埋的坟墓a130901.obj	1	2	1	0.15	182	183	184																																						
3710	npc新掩埋的坟墓b130901.obj	1	2	1	0.15	182	183	184																																						
3711	npc新掩埋的坟墓c130901.obj	1	2	1	0.15	182	183	184																																						
3712	npc狐狸笼子130831.obj	1	2	1	0.15	182	183	184																																						
3713	男孩襁褓期130826.obj	1	2	1	0.15	182	183	184	男孩襁褓期130826.txt																																					
3714	女孩襁褓期130826.obj	1	2	1	0.15	182	183	184	女孩襁褓期130826.txt																																					
3715	男孩婴儿期130829.obj	1	2	1	0.15	182	183	184	男孩婴儿期130829.txt																																					
3716	女孩婴儿期130829.obj	1	2	1	0.15	182	183	184	女孩婴儿期130829.txt																																					
3717	男孩幼儿期20130906.obj	1	2	0.85	0.15	182	183	184	男孩幼儿期20130906.txt																																					
3718	女孩幼儿期20130906.obj	1	2	0.85	0.15	182	183	184	女孩幼儿期20130906.txt																																					
3719	男孩儿童期130916.obj	1	2	1	0.15	182	183	184	男孩儿童期20130916.txt																																					
3720	女孩儿童期130918.obj	1	2	1	0.15	182	183	184	女孩儿童期20130918.txt																																					
3721	npc木赫.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3722	npc纳塔.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3723	仙海虫.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3724	npc衣衫褴褛的恶汉.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3725	npc段誉20130904.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3726	npc神农帮喽啰20130911.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3727	npc神农帮堂主20130911.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3728	npc钟灵.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3729	神农帮精英与无量剑弟子打斗.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
3730	npc不起眼的土堆.obj	1	2	1	0.15	182	183	184																																						
3731	npc神农帮精英20130911.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
